#ssr105
0, -0.652316807933, 
0.19, -0.643808327829, 
0.36, -0.652316807933, 
0.54, -0.646644487864, 
0.71, -0.646644487864, 
0.88, -0.652316807933, 
1.1, -0.646644487864, 
1.2, -0.646644487864, 
1.4, -0.646644487864, 
1.6, -0.646644487864, 
1.8, -0.652316807933, 
1.9, -0.646644487864, 
2.1, -0.646644487864, 
2.3, -0.643808327829, 
2.4, -0.646644487864, 
2.6, -0.646644487864, 
2.8, -0.652316807933, 
3, -0.646644487864, 
3.1, -0.652316807933, 
3.3, -0.646644487864, 
3.5, -0.646644487864, 
3.7, -0.646644487864, 
3.8, -0.646644487864, 
4, -0.652316807933, 
4.2, -0.646644487864, 
4.4, -0.646644487864, 
4.5, -0.646644487864, 
4.7, -0.646644487864, 
4.9, -0.652316807933, 
5, -0.652316807933, 
5.2, -0.646644487864, 
5.4, -0.646644487864, 
5.6, -0.646644487864, 
5.7, -0.646644487864, 
5.9, -0.646644487864, 
6.1, -0.646644487864, 
6.3, -0.646644487864, 
6.4, -0.643808327829, 
6.6, -0.643808327829, 
6.8, -0.646644487864, 
7, -0.643808327829, 
7.1, -0.646644487864, 
7.3, -0.646644487864, 
7.5, -0.652316807933, 
7.7, -0.646644487864, 
7.8, -0.643808327829, 
8, -0.643808327829, 
8.2, -0.646644487864, 
8.3, -0.646644487864, 
8.5, -0.652316807933, 
8.7, -0.646644487864, 
8.9, -0.646644487864, 
9, -0.646644487864, 
9.2, -0.649480647898, 
9.4, -0.646644487864, 
9.6, -0.646644487864, 
9.7, -0.646644487864, 
9.9, -0.646644487864, 
