#ssr105
time, distance, theta, 
0, 1.28422, -0.277944, 
0.350272, 1.28436, -0.266599, 
0.45532, 1.11901, -0.260927, 
0.565695, 1.11901, -0.260927, 
0.660859, 1.11916, -0.249582, 
0.701031, 1.11932, -0.238237, 
0.800832, 1.11932, -0.238237, 
0.904273, 1.11948, -0.226893, 
0.940753, 1.11965, -0.215548, 
1.04332, 1.11965, -0.215548, 
1.08067, 0.993707, -0.209876, 
1.18224, 1.11983, -0.204204, 
1.21833, 1.11983, -0.204204, 
1.32044, 0.993888, -0.198531, 
1.35773, 1.12001, -0.192859, 
1.4593, 0.994078, -0.187187, 
1.49477, 0.994078, -0.187187, 
1.52942, 0.994078, -0.187187, 
1.63256, 0.994277, -0.175842, 
1.66817, 0.994486, -0.164497, 
1.70299, 0.994486, -0.164497, 
1.80649, 0.894719, -0.158825, 
1.84209, 0.894719, -0.158825, 
1.87823, 0.894946, -0.14748, 
1.97996, 0.894946, -0.14748, 
2.08543, 0.813557, -0.141808, 
2.12147, 0.813557, -0.141808, 
2.22462, 0.813557, -0.141808, 
2.32773, 0.813557, -0.141808, 
2.36583, 0.813557, -0.141808, 
2.46721, 0.745631, -0.136136, 
2.57029, 0.715652, -0.1333, 
2.67523, 0.745888, -0.124791, 
2.71343, 0.745888, -0.124791, 
2.81296, 0.745888, -0.124791, 
2.84818, 0.745888, -0.124791, 
2.88327, 0.687904, -0.130463, 
2.9862, 0.687904, -0.130463, 
3.02178, 0.638115, -0.124791, 
3.05692, 0.59464, -0.119119, 
3.16056, 0.59464, -0.119119, 
3.19583, 0.59464, -0.119119, 
3.23119, 0.59464, -0.119119, 
3.3349, 0.521852, -0.119119, 
3.43948, 0.521852, -0.119119, 
3.54351, 0.521852, -0.119119, 
3.64705, 0.490939, -0.124791, 
3.68313, 0.437838, -0.124791, 
3.7843, 0.437838, -0.124791, 
3.82062, 0.437838, -0.124791, 
4.35662, 3.92515, 0.87921, 
4.44333, 2.46217, 0.896227, 
4.47753, 1.11424, 0.873537, 
4.51227, 1.11424, 0.873537, 
4.54691, 1.11424, 0.873537, 
4.58312, 0.888386, 0.862193, 
4.61969, 3.92527, 0.85652, 
4.72116, 3.92545, 0.822486, 
4.76061, 1.8559, 0.890554, 
4.86033, 1.50917, 0.884882, 
4.89556, 0.988232, 0.867865, 
4.93123, 2, 0, 
5.03344, 2, 0, 
5.06994, 2.46217, 0.896227, 
5.10777, 2, 0, 
5.21786, 2, 0, 
5.31131, 2, 0, 
5.34727, 1.8559, 0.890554, 
5.38122, 3.92527, 0.85652, 
5.48504, 2, 0, 
5.52034, 3.92895, -0.346012, 
5.555, 3.92551, 0.811142, 
5.65918, 3.9251, 0.890554, 
5.6947, 2.46217, 0.896227, 
5.72913, 2, 0, 
5.83237, 6.17096, 0.81965, 
5.93609, 2.99447, 0.887718, 
5.97175, 2.46217, 0.896227, 
6.00674, 3.92504, 0.901899, 
6.10984, 2, 0, 
6.14527, 2, 0, 
6.18046, 2, 0, 
6.28258, 3.92533, 0.845176, 
6.31851, 3.92558, -0.799797, 
6.35438, 6.17072, 0.865029, 
6.45826, 6.17773, -0.127627, 
6.4952, 6.17165, -0.700532, 
6.59736, 2, 0, 
6.6996, 2, 0, 
6.73708, 2, 0, 
6.83977, 2, 0, 
6.87462, 2, 0, 
6.97906, 2, 0, 
7.08133, 6.17112, -0.791289, 
7.11876, 3.92583, 0.754419, 
7.72232, 2, 0, 
7.81, 2, 0, 
7.84481, 3.92617, 0.697695, 
7.88182, 6.17069, 0.870701, 
7.98444, 3.9261, 0.70904, 
8.02105, 2, 0, 
8.12388, 2, 0, 
8.15818, 6.17096, 0.81965, 
8.19378, 2, 0, 
8.30001, 2, 0, 
8.39998, 2, 0, 
8.43535, 2, 0, 
8.47256, 2, 0, 
8.57336, 2, 0, 
8.60921, 2, 0, 
8.64434, 2, 0, 
8.74692, 2, 0, 
8.78226, 2, 0, 
8.81798, 2, 0, 
8.92044, 2, 0, 
8.95611, 3.9261, 0.70904, 
8.99382, 2, 0, 
9.09606, 2, 0, 
9.13187, 2, 0, 
9.23621, 6.17052, -0.904735, 
9.33707, 6.17112, -0.791289, 
9.37293, 6.17105, 0.802633, 
9.40751, 2, 0, 
9.5109, 2.46317, 0.714712, 
9.54699, 2, 0, 
9.65092, 3.92558, 0.799797, 
9.68596, 2.46317, 0.714712, 
9.78949, 2.46317, 0.714712, 
9.82668, 3.92504, 0.901899, 
9.9271, 2.46217, 0.896227, 
9.96432, 3.92558, -0.799797, 
10.0697, 2.46228, 0.873537, 
10.1706, 2.46222, 0.884882, 
10.2129, 2, 0, 
10.3085, 2.4624, 0.850848, 
10.3441, 2.46217, 0.896227, 
10.3792, 3.92515, 0.87921, 
10.4477, 3.92558, 0.799797, 
10.552, 2, 0, 
10.5876, 2, 0, 
10.6212, 6.17112, -0.791289, 
10.7251, 2, 0, 
10.761, 2, 0, 
10.7945, 2, 0, 
10.8994, 2, 0, 
10.9333, 2, 0, 
10.9715, 2, 0, 
11.0717, 2, 0, 
11.1055, 2, 0, 
11.1408, 2, 0, 
11.176, 2, 0, 
11.2214, 2, 0, 
11.319, 3.9251, 0.890554, 
11.4196, 6.17075, -0.859356, 
11.4552, 6.17055, 0.899063, 
11.4901, 3.92504, -0.901899, 
11.5581, 3.92849, 0.39139, 
11.663, 3.92617, 0.697695, 
11.6984, 3.92617, 0.697695, 
11.7325, 3.92521, 0.867865, 
11.8357, 3.9286, 0.380045, 
11.872, 3.9251, 0.890554, 
11.9745, 6.17052, 0.904735, 
12.0102, 3.92504, 0.901899, 
12.0445, 3.9251, 0.890554, 
12.148, 3.92676, 0.606938, 
12.1836, 2, 0, 
12.2209, 2, 0, 
12.3224, 2, 0, 
12.3584, 3.93087, 0.198531, 
12.463, 3.92691, -0.584249, 
12.5661, 2, 0, 
12.6057, 6.17219, -0.615447, 
12.7049, 6.17223, -0.609774, 
12.7405, 6.1706, 0.887718, 
12.8431, 3.93192, 0.141808, 
12.8783, 2.4689, 0.14748, 
12.9134, 3.93147, 0.164497, 
13.0163, 3.92504, -0.901899, 
13.0515, 2.46367, -0.6353, 
13.0865, 3.92646, -0.652317, 
13.19, 2, 0, 
13.2256, 2, 0, 
13.3274, 2, 0, 
13.4323, 3.92631, -0.675006, 
13.4685, 3.92631, -0.675006, 
13.5714, 3.92668, 0.618283, 
13.6075, 2.99445, 0.89339, 
13.7113, 6.17058, 0.89339, 
13.8153, 2, 0, 
13.8482, 3.92646, -0.652317, 
13.8859, 6.17063, -0.882046, 
13.989, 0.988232, 0.867865, 
14.0933, 1.27964, 0.87921, 
14.1967, 3.92504, 0.901899, 
14.7339, 1.86384, 0.0964294, 
14.8204, 2.47066, 0.0794125, 
14.8596, 1.86456, 0.0737402, 
14.9601, 1.86456, 0.0737402, 
14.9943, 1.86456, 0.0737402, 
15.0322, 1.86499, 0.0623955, 
15.1324, 1.51846, 0.0567232, 
15.1686, 1.86548, 0.0510509, 
15.2121, 1.86607, 0.0397062, 
15.3064, 1.86607, 0.0397062, 
15.4101, 1.51965, 0.0340339, 
15.4463, 1.51965, 0.0340339, 
15.4807, 1.51965, 0.0340339, 
15.5841, 1.86681, 0.0283616, 
15.6199, 1.52051, 0.0226893, 
15.7224, 1.52051, 0.0226893, 
15.761, 1.52051, 0.0226893, 
15.8646, 1.29151, 0.017017, 
15.9693, 1.52051, 0.0226893, 
16.0708, 1.52051, 0.0226893, 
16.1758, 1.29151, 0.017017, 
16.2798, 1.29151, 0.017017, 
16.3824, 1.29151, 0.017017, 
16.4214, 1.29151, 0.017017, 
16.5224, 1.29151, 0.017017, 
16.5575, 1.12681, 0.0113446, 
16.6605, 1.12681, 0.0113446, 
16.6965, 1.12681, 0.0113446, 
16.7995, 1.12681, 0.0113446, 
16.8357, 1.12681, 0.0113446, 
16.9391, 1.12681, 0.0113446, 
17.0416, 1.12681, 0.0113446, 
17.0777, 1.00005, 0.017017, 
17.1807, 1.00005, 0.017017, 
17.2237, 1.00005, 0.017017, 
17.3195, 0.900903, 0.0113446, 
17.3555, 0.900903, 0.0113446, 
17.4604, 0.818662, 0.017017, 
17.5624, 0.818662, 0.017017, 
17.5976, 0.818662, 0.017017, 
17.6334, 0.751347, 0.0113446, 
17.7377, 0.69276, 0.017017, 
17.8404, 0.69276, 0.017017, 
17.8755, 0.642279, 0.0226893, 
17.9104, 0.642279, 0.0226893, 
18.0139, 0.599229, 0.017017, 
18.05, 0.56017, 0.0226893, 
18.1523, 0.525421, 0.0283616, 
18.1892, 0.467849, 0.017017, 
18.2927, 0.443296, 0.0113446, 
18.3962, 0.443296, 0.0113446, 
18.4308, 0.380503, 0.00567232, 
18.5343, 0.36912, 0, 
18.5718, 0.315196, -0.00567232, 
18.6734, 0.300339, -0.0113446, 
18.7103, 0.261285, 0.0397062, 
18.8137, 0.218263, 0.119119, 
18.9193, 0.182557, 0.277944, 
19.5234, 2, 0, 
20.1097, 2.46323, 0.703368, 
20.1991, 1.51046, 0.657989, 
20.2348, 1.51054, 0.646644, 
20.2704, 1.511, 0.578577, 
20.3735, 2.46474, 0.48782, 
20.4773, 2.46483, 0.476475, 
20.5144, 3.92839, 0.402735, 
20.6162, 2, 0, 
20.6507, 3.92895, 0.346012, 
20.6875, 2, 0, 
20.7888, 2, 0, 
20.8279, 2, 0, 
20.9299, 2.46998, 0.102102, 
21.0327, 6.17915, 0.0765763, 
21.0683, 3.0048, 0.0368701, 
21.1714, 2.47486, -0.0113446, 
21.2081, 2.47152, -0.0567232, 
21.3102, 2.47066, -0.0794125, 
21.4144, 2.46998, -0.102102, 
21.4515, 2.11738, -0.11061, 
21.5533, 2.1171, -0.121955, 
21.5904, 1.12135, -0.124791, 
21.6933, 2.46998, -0.102102, 
21.7277, 1.28665, -0.130463, 
21.7618, 1.28595, -0.164497, 
21.8657, 1.86186, -0.187187, 
21.9003, 0.993707, -0.209876, 
22.0037, 1.11965, -0.215548, 
22.0398, 1.11948, -0.226893, 
