#ssr105
time, vl, vr, 
0, 7.595, 7.595, 
0.173939, 17.0582, 17.0582, 
0.259647, 20.91, 20.91, 
0.296512, 22.4248, 22.4248, 
0.327897, 23.6669, 23.6669, 
0.362373, 24.9885, 24.9885, 
0.396492, 26.2513, 26.2513, 
0.433826, 27.5859, 27.5859, 
0.467046, 28.7291, 28.7291, 
0.502913, 29.9225, 29.9225, 
0.537554, 31.0337, 31.0337, 
0.572723, 32.1227, 32.1227, 
0.607429, 33.1596, 33.1596, 
0.639707, 34.0905, 34.0905, 
0.674568, 35.0635, 35.0635, 
0.708987, 35.9906, 35.9906, 
0.745135, 36.9308, 36.9308, 
0.780979, 37.8294, 37.8294, 
0.813565, 38.617, 38.617, 
0.847651, 39.414, 39.414, 
0.887179, 40.3068, 40.3068, 
0.917032, 40.9544, 40.9544, 
0.956167, 41.778, 41.778, 
0.986593, 42.3933, 42.3933, 
1.02285, 43.1042, 43.1042, 
1.05623, 43.7349, 43.7349, 
1.09139, 44.3771, 44.3771, 
1.1263, 44.9923, 44.9923, 
1.16009, 45.5671, 45.5671, 
1.19547, 46.1484, 46.1484, 
1.22888, 46.678, 46.678, 
1.26485, 47.2291, 47.2291, 
1.30092, 47.762, 47.762, 
1.33304, 48.2193, 48.2193, 
1.36965, 48.7238, 48.7238, 
1.4039, 49.1784, 49.1784, 
1.43749, 49.6092, 49.6092, 
1.4745, 50.0678, 50.0678, 
1.50824, 50.4703, 50.4703, 
1.54208, 50.8605, 50.8605, 
1.57785, 51.259, 51.259, 
1.61082, 51.6131, 51.6131, 
1.64725, 51.9915, 51.9915, 
1.68148, 52.3341, 52.3341, 
1.71492, 52.6573, 52.6573, 
1.76024, 53.0807, 53.0807, 
1.78403, 53.2929, 53.2929, 
1.8221, 53.6244, 53.6244, 
1.85683, 53.9153, 53.9153, 
1.88909, 54.1761, 54.1761, 
1.9229, 54.4406, 54.4406, 
1.96011, 54.7219, 54.7219, 
1.99547, 54.9792, 54.9792, 
2.03069, 55.2265, 55.2265, 
2.06275, 55.4437, 55.4437, 
2.09813, 55.6757, 55.6757, 
2.13166, 55.8877, 55.8877, 
2.16791, 56.1093, 56.1093, 
2.20125, 48.9868, 56.3056, 
2.23653, -56.5062, 56.5066, 
2.27429, -56.714, 56.714, 
2.30784, -56.8914, 56.8914, 
2.34197, -57.0657, 57.0657, 
2.37706, -57.2389, 57.2389, 
2.40882, -57.3901, 57.3901, 
2.44718, -57.5669, 57.5669, 
2.47943, -57.7099, 57.7099, 
2.52309, -57.8972, 57.8972, 
2.54841, -58.0011, 58.0011, 
2.58353, -58.1415, 58.1415, 
2.62087, -58.2856, 58.2856, 
2.65276, -58.404, 58.404, 
