#ssr105
0, -0.58708512714, 
0.98, -0.805469449795, 
1.2, -0.822486410002, 
1.3, -0.822486410002, 
1.5, -0.816814089933, 
1.7, -0.822486410002, 
1.9, -0.845175690278, 
2, -0.842339530244, 
2.2, -0.853684170382, 
2.4, -0.862192650485, 
2.6, -0.862192650485, 
2.7, -0.856520330416, 
2.9, -0.828158730071, 
3.1, -0.80830560983, 
3.2, -0.794124809657, 
3.4, -0.794124809657, 
3.6, -0.788452489588, 
3.8, -0.791288649623, 
3.9, -0.788452489588, 
4.1, -0.788452489588, 
4.3, -0.791288649623, 
4.5, -0.788452489588, 
4.6, -0.788452489588, 
4.8, -0.788452489588, 
5, -0.788452489588, 
5.2, -0.791288649623, 
5.3, -0.788452489588, 
5.5, -0.788452489588, 
5.7, -0.791288649623, 
5.8, -0.788452489588, 
6, -0.788452489588, 
6.2, -0.788452489588, 
6.4, -0.788452489588, 
6.5, -0.788452489588, 
6.7, -0.788452489588, 
6.9, -0.788452489588, 
7.1, -0.788452489588, 
7.2, -0.788452489588, 
7.4, -0.788452489588, 
7.6, -0.788452489588, 
7.8, -0.788452489588, 
7.9, -0.788452489588, 
8.1, -0.788452489588, 
8.3, -0.788452489588, 
8.5, -0.788452489588, 
8.6, -0.788452489588, 
8.8, -0.788452489588, 
9, -0.788452489588, 
9.1, -0.788452489588, 
9.3, -0.788452489588, 
9.5, -0.788452489588, 
9.7, -0.788452489588, 
9.8, -0.788452489588, 
10, -0.788452489588, 
10, -0.788452489588, 
10, -0.788452489588, 
11, -0.788452489588, 
11, -0.788452489588, 
11, -0.788452489588, 
11, -0.788452489588, 
11, -0.788452489588, 
11, -0.788452489588, 
12, -0.788452489588, 
12, -0.788452489588, 
12, -0.788452489588, 
12, -0.788452489588, 
12, -0.788452489588, 
13, -0.788452489588, 
13, -0.788452489588, 
13, -0.788452489588, 
13, -0.788452489588, 
13, -0.788452489588, 
13, -0.788452489588, 
14, -0.788452489588, 
14, -0.788452489588, 
14, -0.788452489588, 
14, -0.788452489588, 
14, -0.788452489588, 
