#ssr105
time, distance, theta, 
0, 1.8559, 0.890554, 
0.37768, 2.46217, 0.896227, 
0.455981, 3.92521, 0.867865, 
0.558311, 3.92533, 0.845176, 
0.664496, 2.46317, 0.714712, 
0.765904, 1.8578, 0.572904, 
0.869904, 3.92742, 0.516181, 
0.904066, 2, 0, 
1.00667, 2, 0, 
1.03995, 3.93051, 0.22122, 
1.07672, 1.86418, 0.0850848, 
1.18168, 0.999024, 0.0283616, 
1.21932, 1.86607, -0.0397062, 
1.32145, 2.4703, -0.0907571, 
1.42557, 2.46914, -0.136136, 
1.53137, 2.47066, -0.0794125, 
1.63394, 1.86186, -0.187187, 
1.74079, 1.86353, -0.107774, 
1.849, 1.11948, -0.226893, 
1.94412, 1.28483, -0.232565, 
1.98248, 2.4677, -0.215548, 
2.08552, 2.46599, -0.351684, 
2.18895, 2.46753, -0.226893, 
2.29349, 1.86149, -0.209876, 
2.39699, 1.51464, -0.215548, 
2.50405, 3.92883, -0.357356, 
2.60766, 3.00248, -0.0935933, 
2.71108, 1.86132, -0.22122, 
2.81267, 1.28483, -0.232565, 
2.84833, 2.4703, -0.0907571, 
2.95206, 3.00248, -0.0935933, 
3.0563, 1.51431, -0.238237, 
3.15996, 1.51431, -0.238237, 
3.19484, 1.86384, -0.0964294, 
3.23324, 2.46599, -0.351684, 
3.33467, 2.46753, -0.226893, 
3.43794, 1.51431, -0.238237, 
3.54316, 1.50917, 0.884882, 
3.64605, 1.28483, -0.232565, 
3.75058, 1.11932, -0.238237, 
3.85376, 0.993366, -0.232565, 
3.89207, 0.993366, -0.232565, 
3.99286, 1.5176, -0.0794125, 
4.03, 1.86149, -0.209876, 
4.13057, 1.5176, -0.0794125, 
4.16884, 1.85952, -0.368701, 
4.27035, 1.51464, -0.215548, 
4.31018, 0.893572, -0.226893, 
4.41053, 0.893572, -0.226893, 
4.51464, 0.811982, -0.232565, 
4.61944, 0.811982, -0.232565, 
4.72297, 0.812149, -0.22122, 
4.82726, 0.812149, -0.22122, 
4.92897, 0.812149, -0.22122, 
4.96562, 0.77655, -0.229729, 
5.06908, 0.744016, -0.226893, 
5.17202, 0.811982, -0.232565, 
5.2103, 0.812149, -0.22122, 
5.3113, 0.744016, -0.226893, 
5.34949, 0.812149, -0.22122, 
5.45074, 0.744187, -0.215548, 
5.48639, 0.744187, -0.215548, 
5.58977, 0.686603, -0.198531, 
5.6935, 0.686603, -0.198531, 
5.72947, 0.74455, -0.192859, 
5.83121, 0.686792, -0.187187, 
5.86623, 0.744744, -0.181514, 
5.90083, 0.686991, -0.175842, 
6.00767, 0.687201, -0.164497, 
6.1114, 0.687201, -0.164497, 
6.21458, 0.637389, -0.158825, 
6.32066, 0.687421, -0.153153, 
6.42394, 0.687421, -0.153153, 
6.52944, 0.637616, -0.14748, 
6.63255, 0.637616, -0.14748, 
6.73831, 0.637857, -0.136136, 
6.83895, 0.637857, -0.136136, 
6.94672, 0.594373, -0.130463, 
7.04715, 0.59464, -0.119119, 
7.08412, 0.59464, -0.119119, 
7.18683, 0.556006, -0.124791, 
7.29219, 0.556006, -0.124791, 
7.39444, 0.521852, -0.119119, 
7.49778, 0.521852, -0.119119, 
7.53263, 0.521852, -0.119119, 
7.57115, 0.521852, -0.119119, 
7.6725, 0.491215, -0.113446, 
7.77513, 0.491215, -0.113446, 
7.81352, 0.463547, -0.107774, 
7.91444, 0.491215, -0.113446, 
7.95114, 0.463547, -0.107774, 
8.05392, 0.438413, -0.102102, 
8.15775, 0.438739, -0.0907571, 
8.26076, 0.415803, -0.0850848, 
8.29928, 0.415803, -0.0850848, 
8.40047, 0.394766, -0.0794125, 
8.4362, 0.395168, -0.0680678, 
8.54051, 0.395168, -0.0680678, 
8.64493, 0.357477, -0.0680678, 
8.74938, 0.340865, -0.0623955, 
8.85461, 0.408066, 0.788452, 
8.95886, 0.386812, 0.794125, 
9.06379, 0.239057, -0.0623955, 
9.16834, 0.283106, 0, 
9.77328, 0.807468, 0.754419, 
9.85838, 0.888688, 0.805469, 
9.96177, 0.681699, 0.731729, 
10.065, 0.889348, 0.692023, 
10.1016, 0.738889, 0.850848, 
10.2046, 0.587717, 0.811142, 
10.309, 0.549376, 0.78278, 
10.3464, 0.515656, 0.686351, 
10.4507, 0.516411, 0.572904, 
10.5542, 0.551535, 0.46513, 
10.6588, 0.806908, 0.85652, 
10.7646, 0.631175, 0.839503, 
10.8702, 0.631175, 0.839503, 
10.9702, 0.514868, 0.822486, 
11.5731, 0.988232, 0.867865, 
11.6609, 0.806908, 0.85652, 
11.6982, 0.631812, 0.726057, 
11.8019, 0.681974, 0.686351, 
11.8385, 1.11424, 0.873537, 
