#ssr105
time, vl, vr, 
37.6, 42.5, -2.62, 
37.8, -42.6, -2.02, 
37.9, -42.4, -1.17, 
38.1, -43.3, 0.414, 
38.3, 45, 1.69, 
38.5, -45.8, 2.32, 
38.6, 46.4, 2.84, 
38.8, -46.9, 3.28, 
39, 47.3, 3.64, 
39.2, 47.7, 3.94, 
39.3, -46.2, 3.28, 
39.5, -44.6, 2.26, 
39.7, 43.8, 0.763, 
39.9, -43.9, 0.416, 
40, 43.3, -0.794, 
40.2, -41.9, -1.83, 
40.4, -41.2, -2.05, 
40.6, -41.5, -1.57, 
40.7, 41.7, -1.16, 
40.9, -42.4, 0.832, 
41.1, -42.3, 2.15, 
41.2, -43.3, 3.07, 
41.4, 45.8, 4.25, 
41.6, -46.4, 4.43, 
41.8, 46.5, 4, 
41.9, 46.6, 3.46, 
42.1, -45.7, 3.29, 
42.3, -44.6, 2.78, 
42.5, -44.1, 1.64, 
42.6, 44.6, 0.464, 
42.8, 45.1, -0.524, 
43, -43.8, -1.03, 
43.2, -42.6, -1.13, 
43.3, -42.4, -0.443, 
43.5, -42.6, 0.733, 
43.7, 43.8, 1.5, 
43.8, 44.5, 2.56, 
44, -43.7, 2.91, 
44.2, -42.6, 2.81, 
44.4, -42.7, 2.45, 
44.5, 42.9, 1.81, 
44.7, -42.7, 0.974, 
44.9, 43, 0.571, 
45.1, -42.3, -0.361, 
45.2, -41.7, -1.13, 
45.4, 42.2, -1.18, 
45.6, -42, -0.479, 
45.8, -42.1, 0.887, 
45.9, 43.1, 2.04, 
46.1, -42.8, 2.16, 
46.3, -42.6, 2.26, 
46.5, 43.1, 1.29, 
46.6, 43.3, 0.848, 
46.8, -42.4, 0.158, 
47, -42, -0.0909, 
47.1, -41.8, -0.458, 
47.3, 43.1, 0.506, 
47.5, 43.6, 0.921, 
47.7, -42.4, 0.497, 
47.8, -41.7, 0.515, 
48, -41.2, -0.397, 
48.2, 41.8, -0.575, 
48.4, -42, -0.353, 
48.5, -41.9, 0.223, 
48.7, 42.4, 0.844, 
48.9, -42.9, 1.38, 
49.1, -43.8, 2.46, 
49.2, 44.6, 1.98, 
49.4, -44.5, 1.41, 
49.6, 44.5, 0.937, 
49.7, -44.5, 0.561, 
49.9, 44.1, -0.249, 
50.1, -43.6, -0.756, 
50.3, -42.6, -1.19, 
50.4, -42.7, -0.857, 
50.6, -43.5, 0.648, 
50.8, 45.9, 2.32, 
51, -47, 3.51, 
51.1, 47.4, 3.83, 
51.3, 48.1, 4.96, 
51.5, -46.7, 4.82, 
51.7, -45.4, 4.05, 
51.8, 45.2, 3.15, 
52, -45, 2.39, 
52.2, 44.4, 1.44, 
52.4, 43.9, 0.658, 
52.5, -42.8, -0.0463, 
52.7, -42, -0.55, 
52.9, -41.2, -0.99, 
53, -41.7, 0.086, 
53.2, 43.1, 0.961, 
53.4, -43.6, 1.3, 
53.6, 43.5, 1.2, 
53.7, 44, 1.49, 
53.9, -42.8, 0.827, 
54.1, -41.9, 0.151, 
54.3, 42.6, -0.479, 
54.4, -42.1, -1.38, 
54.6, -42, -1.19, 
54.8, -42.1, -0.855, 
55, -43.4, 0.194, 
55.1, 44.6, 0.863, 
55.3, -45.4, 1.64, 
55.5, 46.1, 2.29, 
55.6, -46.2, 2.22, 
55.8, 45.9, 1.61, 
56, -46.2, 1.48, 
56.2, 46, 0.837, 
56.3, 45.8, 0.298, 
56.5, -44.9, -0.0202, 
56.7, -43.7, -0.604, 
56.9, -43.9, 0.21, 
57, 44.4, 0.495, 
57.2, -45.3, 1.34, 
57.4, 45.2, 0.722, 
57.6, 45.5, 0.288, 
57.7, -45.1, 0.35, 
57.9, -44.1, -0.716, 
58.1, 44.4, -1.17, 
58.2, -44.3, -1.02, 
58.4, 44.1, -0.719, 
58.6, -44, 0.517, 
58.8, -43.5, 0.901, 
58.9, 44.1, 1.06, 
59.1, -45, 1.8, 
59.3, 44.9, 1.27, 
59.5, 44.8, 0.837, 
59.6, -43.6, 0.1, 
59.8, -42.3, -0.875, 
60, 42.2, -1.28, 
60.2, -42, -0.557, 
60.3, -41.5, -0.35, 
60.5, -42.2, 1.49, 
60.7, 43.8, 2.99, 
60.9, -44.7, 3.57, 
61, -44.9, 3.45, 
61.2, 46.3, 2.97, 
61.4, 48, 2.98, 
61.6, 47.4, 2.23, 
61.7, -46.2, 1.57, 
61.9, -44.8, 0.7, 
62.1, 44.9, 0.0247, 
62.2, 45.1, -0.572, 
62.4, -43.7, -0.782, 
62.6, -42.6, -0.238, 
62.8, -42.1, 0.647, 
62.9, -42, 1.01, 
63.1, 43.3, 1.72, 
63.3, -43.5, 1.82, 
63.5, 43.4, 1.63, 
63.6, -43.8, 1.84, 
63.8, 43.9, 1.31, 
64, 44.4, 1.4, 
64.2, -43.5, 1.23, 
64.3, -42.4, 0.464, 
64.5, 42.8, 0.156, 
64.7, -42.8, 0.252, 
64.8, 42.1, -0.615, 
65, -41.9, -0.895, 
65.2, -41.2, -1.28, 
65.4, -40.8, -1.1, 
65.5, -41.4, -0.0123, 
65.7, -42.5, 1.29, 
65.9, 44.8, 3.35, 
66.1, -45.3, 4.06, 
66.2, 46.6, 4.91, 
66.4, -47.1, 4.98, 
66.6, 47.5, 5.04, 
66.8, 48, 4.72, 
66.9, -47.5, 4.75, 
67.1, 46.7, 4.04, 
67.3, -46.4, 4.02, 
67.4, -45.8, 3.45, 
67.6, 47, 2.99, 
67.8, 46.7, 1.94, 
68, -46.1, 1.7, 
68.1, 45.8, 1.19, 
68.3, -45.1, 0.438, 
68.5, -44, -0.502, 
68.7, -44.1, -0.643, 
68.8, 44.2, -0.761, 
69, -44.3, 0.0867, 
69.2, -44.5, 0.778, 
69.4, 45.6, 1.16, 
69.5, 46.5, 1.49, 
69.7, 45.9, 1.34, 
69.9, -44.3, 0.78, 
70, -43, 0.363, 
70.2, -43, 0.424, 
70.4, 43.9, 0.271, 
70.6, -44, 0.000259, 
70.7, 43.7, -0.71, 
70.9, -43.2, -0.986, 
71.1, -42.6, -0.884, 
71.3, -43, -0.0105, 
71.4, 43.8, 1.33, 
71.6, -44.2, 2.84, 
71.8, -44.8, 3.65, 
72, 45.9, 3.53, 
72.1, 46.8, 3.45, 
72.3, -47, 4.17, 
72.5, -46.3, 3.56, 
72.7, 47.3, 3.09, 
72.8, 48, 3.11, 
73, -47.1, 2.66, 
73.2, -46.4, 2.3, 
73.3, 46.7, 1.87, 
73.5, 47.5, 2.1, 
73.7, -45.9, 1.14, 
73.9, -44.5, 0.348, 
74, -44.2, -0.578, 
74.2, 45.1, -0.729, 
74.4, -45.4, -0.265, 
74.6, 44.9, -0.105, 
74.7, -45.1, 1.69, 
74.9, -45.2, 3.12, 
75.1, 46.5, 4.14, 
75.3, -46.7, 4.73, 
75.4, 41.2, 4.59, 
75.6, -47, 4.72, 
75.8, 47.4, 4.83, 
75.9, -47.7, 4.92, 
76.1, 47.1, 3.87, 
76.3, 46.6, 2.99, 
76.5, -45.8, 2.91, 
76.6, -44.4, 1.83, 
76.8, 44.1, 0.673, 
77, -43.7, -0.152, 
77.2, -43.3, -1.04, 
77.3, -44, -0.737, 
77.5, 45.3, -0.0872, 
77.7, -45.6, 1.29, 
77.9, -46, 2.41, 
78, 47.5, 2.93, 
78.2, 48.1, 2.98, 
78.4, -48, 3.79, 
78.6, 47.7, 3.64, 
78.7, -46.9, 3.11, 
78.9, -46.2, 2.68, 
79.1, 46.1, 1.68, 
79.2, 46.9, 1.93, 
79.4, -46.3, 1.7, 
79.6, -45, 0.539, 
79.8, -45.1, -0.121, 
79.9, 45.4, -1.01, 
80.1, -45.3, -1.06, 
80.3, -44.9, -0.765, 
80.5, 45.7, 0.331, 
80.6, 0.391, 1.91, 
80.8, -46.9, 2.91, 
81, 47.3, 3.35, 
81.2, 47.7, 3.69, 
81.3, -47.4, 4.74, 
81.5, -46.4, 4.35, 
81.7, 47.2, 4.13, 
81.8, 43.9, 3.21, 
82, -45.5, 2.55, 
82.2, -44.6, 1.87, 
82.4, -44.8, 0.974, 
82.5, 45.4, -0.426, 
82.7, -46.6, -0.225, 
82.9, 46.9, -0.221, 
83.1, -47, 1.18, 
83.2, -46.1, 1.4, 
83.4, 46.6, 2.1, 
83.6, -46.8, 3.07, 
83.8, -46.3, 2.93, 
83.9, 47.1, 2.96, 
84.1, 47.2, 2.6, 
84.3, -46.2, 2.57, 
84.5, -45.4, 2.05, 
84.6, 45.1, 1.08, 
84.8, -45, 0.669, 
85, -44.6, -0.31, 
85.1, -45.3, -0.309, 
85.3, 46.2, 0.286, 
85.5, 46.8, 1.19, 
85.7, -45.6, 1.74, 
85.8, -44.9, 1.89, 
86, 45.2, 1.88, 
86.2, -46, 2.48, 
86.4, -29.3, 1.84, 
86.5, 46.2, 1.3, 
86.7, -45.9, 0.851, 
86.9, 46.3, 0.664, 
87.1, -46, 0.319, 
87.2, 45, -0.916, 
87.4, -44.2, -1.01, 
87.6, -43.7, -0.376, 
87.7, -43.8, 0.593, 
87.9, 44.4, 1.3, 
88.1, -45, 2.41, 
88.3, -44.9, 2.86, 
88.4, 46, 2.88, 
88.6, -46.6, 3.31, 
88.8, 47, 3.67, 
89, -46.4, 3.15, 
89.1, -45.8, 2.72, 
89.3, 46.7, 2.78, 
89.5, -46.3, 2.08, 
89.7, -46.5, 1.87, 
89.8, 47.1, 0.971, 
90, 47.9, 0.964, 
90.2, -47.4, 0.559, 
90.4, -46.2, -0.732, 
90.5, 46.2, -1.18, 
90.7, -45.6, -0.867, 
90.9, -44.9, -0.259, 
91, -45.6, 2.11, 
91.2, 46.3, 2.67, 
91.4, -42.6, 4.01, 
91.6, -47.9, 5.11, 
91.7, 49.4, 6.05, 
91.9, 49.4, 5.93, 
92.1, -48.9, 6.56, 
92.3, -48.2, 6.27, 
92.4, 48.6, 5.75, 
92.6, -48.9, 5.5, 
92.8, 49.2, 5.11, 
93, -49.5, 4.79, 
93.1, 49.7, 4.53, 
93.3, -48.8, 3.53, 
93.5, 48.1, 2.54, 
93.6, -47.5, 1.87, 
93.8, 47.2, 0.994, 
94, -42.7, 0.586, 
94.2, -45.6, -0.674, 
94.3, -45.6, -1.13, 
94.5, 46.5, -0.391, 
94.7, -46.7, 1.07, 
94.9, 46.8, 2.26, 
95, -46.7, 3.56, 
95.2, -46.3, 3.8, 
95.4, 47.3, 4.18, 
95.6, -47.6, 4.38, 
95.7, -47.9, 4.55, 
95.9, 48.7, 3.95, 
96.1, 49.3, 3.45, 
96.3, -48.4, 2.63, 
96.4, 48, 1.63, 
96.6, -46.7, 1.11, 
96.8, 40.7, 0.356, 
96.9, -45.9, -0.886, 
97.1, -45, -1.92, 
97.3, 44.8, -1.81, 
97.5, -45, 0.344, 
97.6, -45.1, 2.06, 
97.8, 45.9, 2.62, 
98, 46.5, 3.1, 
98.2, -45.6, 2.99, 
98.3, -44.9, 2.92, 
98.5, 45.4, 2.56, 
98.7, -45.2, 1.91, 
98.9, -45, 1.34, 
99, -45.4, 0.259, 
99.2, 46.7, -1.13, 
99.4, 48, -1.18, 
99.5, -47.2, -0.896, 
99.7, -46.5, -0.646, 
99.9, -46.6, 0.844, 
100, 47.1, 1.65, 
100, 47.9, 2.98, 
100, -47.6, 4.17, 
101, -47.4, 5.13, 
101, 47.7, 5.17, 
101, -48, 5.2, 
101, 42.3, 4.63, 
101, -47.5, 4.34, 
101, 20.4, 3.4, 
102, 46.5, 2.6, 
102, -45.8, 2.25, 
102, -45.3, 1.98, 
102, -45.1, 0.481, 
102, -45.9, -0.291, 
102, 49.1, -0.557, 
103, 50.9, 0.594, 
103, -50.1, 0.968, 
103, -49.5, 1.11, 
103, 50, 1.11, 
103, 49.9, 1.11, 
104, -49, 0.285, 
104, -48.2, -0.0229, 
104, 48.2, -0.587, 
104, -47.9, -0.152, 
104, -47.1, -0.0438, 
104, 47.2, 1.33, 
105, -47, 2.84, 
105, -46.8, 4.06, 
105, 47.3, 4.28, 
105, 47.9, 4.78, 
105, -47.6, 5.64, 
105, -46.6, 5.09, 
106, 47.1, 5.13, 
106, -47.5, 5.16, 
106, 47.4, 4.44, 
106, -47.8, 4.6, 
106, 47.1, 3.62, 
106, -46.6, 2.79, 
107, 46.8, 2.46, 
107, -46.5, 1.65, 
107, 45.9, 0.361, 
107, -45.4, -0.573, 
107, -45, -1.36, 
108, 45.1, -1.71, 
108, -44.8, -1.29, 
108, -44.7, -0.139, 
108, -45.4, 2.18, 
108, 46.8, 3.18, 
108, 48.2, 4.95, 
109, -47.9, 5.75, 
109, -48.2, 6.92, 
109, 49.7, 7.54, 
109, 50.3, 7.61, 
109, -49.6, 6.8, 
109, 48.6, 5.44, 
110, -48, 4, 
110, 47.6, 2.79, 
110, -46.9, 1.17, 
110, -46.5, -0.349, 
110, 46.6, -1.53, 
110, -46.7, -1.84, 
111, 46.3, -1.76, 
111, -46.5, -0.0318, 
111, -45.6, 0.417, 
111, 46.2, 1.29, 
111, -46.8, 2.01, 
112, 47.8, 3.05, 
112, 48.1, 3.46, 
112, -47.4, 3.88, 
112, -46.4, 3.63, 
112, 47.2, 3.54, 
112, 47.2, 3.09, 
113, -46.6, 3.02, 
113, -46, 2.6, 
113, 46.1, 1.3, 
113, -46.2, 0.355, 
113, -45.9, -1.03, 
113, 47, -1.83, 
114, 47.9, -1.34, 
114, -47, -0.853, 
114, -46, -0.265, 
114, -45.7, 0.671, 
114, 46.3, 1.5, 
114, 47.3, 2.87, 
115, -47.1, 4.08, 
115, -47, 5.07, 
115, 47.4, 5.12, 
115, -47.7, 5.16, 
115, 48, 5.19, 
116, 47.9, 4.47, 
116, -46.9, 3.95, 
116, -46.2, 3.38, 
116, 46.7, 2.6, 
116, -46.5, 1.61, 
116, 46, 0.0359, 
117, 44.6, -1.31, 
117, -44.4, -2.28, 
117, -43.1, -2.93, 
117, -42.8, -2.56, 
117, -42.8, -1.97, 
117, 43.6, -0.233, 
118, -44, 1.6, 
118, -44.6, 4.01, 
118, 46.5, 5.54, 
118, -47.4, 6.34, 
118, 47.7, 6.17, 
118, 47.7, 6.39, 
119, -47, 6.47, 
119, -46, 5.8, 
119, 45.9, 4.88, 
119, 44.1, 4.95, 
119, -45.5, 4.26, 
120, -44.6, 3.16, 
120, 45.5, 2.22, 
120, -44.8, 1.6, 
120, 46.3, 0.465, 
120, 46.3, -0.89, 
120, -45.1, -1.65, 
121, -44.2, -1.95, 
121, -44.2, -1.84, 
121, 45.1, -0.546, 
121, -45.2, 1.34, 
121, -45.3, 2.84, 
121, 47.4, 4.15, 
122, 47.7, 4.36, 
122, -47.2, 4.45, 
122, 46.4, 3.79, 
122, -45.8, 3.25, 
122, -45.8, 2.74, 
122, 47, 2.4, 
123, 47.6, 1.87, 
123, -47.1, 1.32, 
123, -45.8, 0.225, 
123, 46.7, -1.05, 
123, -46.2, -1.93, 
123, 45.5, -2.34, 
124, -45.8, -0.515, 
124, -45.1, 0.0273, 
124, 46.1, 0.557, 
124, 46.6, 1.41, 
124, -46.4, 1.86, 
125, -46.3, 2.04, 
125, 46.4, 0.827, 
125, 46.5, -0.206, 
125, -45.1, -0.804, 
125, -43.7, -0.98, 
125, -43.3, -0.322, 
126, -43.4, 0.637, 
126, 44.7, 1.76, 
126, -34.7, 3.74, 
126, 47, 4.02, 
126, -47.3, 4.44, 
126, -47.6, 4.6, 
127, 48.7, 3.61, 
127, 50.1, 3.36, 
127, -49.9, 2.5, 
127, -49.4, 1.2, 
127, 50.6, 0.0446, 
127, 51.1, -1.38, 
128, -49.9, -2.27, 
128, -48.7, -2.7, 
128, 47.1, -1.62, 
128, -48.3, -0.641, 
128, -47.9, 1.27, 
129, -48.1, 2.02, 
129, 49.4, 2.23, 
129, 51, 3.32, 
129, 50.7, 3.68, 
129, -49.2, 3.39, 
129, -47.6, 2.63, 
130, -29.2, 1.64, 
130, 47.2, 0.486, 
130, -47, -0.164, 
130, 25.9, -0.717, 
130, -47.4, -0.0245, 
130, 45.5, 0.0379, 
131, -47.8, 0.995, 
131, 47.6, 0.511, 
131, -47.3, -0.148, 
131, 47, -0.696, 
131, -46.4, -0.483, 
131, -46, -0.00384, 
132, 46.4, 1.16, 
132, -46.6, 2.31, 
132, 47.5, 3.51, 
132, 48.3, 4.48, 
132, -47.2, 4.11, 
133, -46.5, 3.52, 
133, 47.5, 3.06, 
133, 47.2, 2, 
133, -46.2, 1.08, 
133, -45.2, -0.267, 
133, -45.5, -1.14, 
134, 46.4, -1.55, 
134, 47.1, -0.719, 
134, -46.1, 0.494, 
134, -45.1, 1.19, 
134, 45.8, 1.92, 
134, -46.1, 2.91, 
135, -46.1, 2.92, 
135, 47.2, 2.55, 
135, 48.1, 2.27, 
135, -47.5, 1.65, 
135, -46.9, 1.14, 
135, 47.9, 0.439, 
136, 49.2, -0.249, 
136, -49.4, 0.377, 
136, 49.2, 0.278, 
136, -48.6, -0.351, 
136, 40.2, -0.875, 
137, 48.6, -0.143, 
137, -47.2, 0.61, 
137, -46, 1.25, 
137, 46.3, 1.18, 
137, 21.8, 1.52, 
137, -46.2, 0.531, 
138, 45.8, -0.579, 
138, -45.6, -1.29, 
138, -45, -1.81, 
138, 45.7, -1.73, 
138, 46.3, -0.441, 
138, -45.4, 1.29, 
139, -44.7, 2.69, 
139, -44.4, 2.91, 
139, 47.3, 3.71, 
139, 49.2, 4.45, 
139, -48.4, 3.46, 
139, 47.9, 2.33, 
140, 20.9, 1.73, 
140, -47.6, 0.867, 
140, -47.1, -0.602, 
140, -47.9, -1.44, 
140, 50.6, -1.12, 
140, 51.2, -1.11, 
141, -50.5, 0.437, 
141, -30.4, 0.393, 
141, -49.1, 0.59, 
141, 50.1, 0.295, 
141, 51.3, 0.45, 
142, -50.5, -0.387, 
142, -44.4, -0.923, 
142, 50.2, -0.562, 
142, 49.9, -0.678, 
142, -48.3, 0.125, 
142, -47.3, 1.51, 
143, -47.1, 2.25, 
143, 48.4, 2.83, 
143, 49.1, 2.52, 
143, -49.1, 3.02, 
143, -48.1, 2.02, 
143, 49.1, 1.45, 
144, -48.6, 0.107, 
144, 48.5, -1.13, 
144, -48.3, -1.85, 
144, -47.9, -2.12, 
144, 48.2, -2.15, 
144, 48.7, -1.38, 
145, -47.3, -0.411, 
145, -46.5, 1.56, 
145, -46.7, 2.64, 
145, 47.9, 3.35, 
145, 48.8, 4.17, 
146, -47.5, 3.83, 
146, 46.8, 3.29, 
146, -46.1, 2.83, 
146, -45.3, 1.82, 
146, -45.6, 0.632, 
146, -46.8, -0.624, 
147, 48.6, -1.58, 
147, 49.8, -1.91, 
147, 49.6, -0.58, 
147, -47.8, 0.541, 
147, -46.3, 1.52, 
147, -45.5, 1.69, 
148, 45.7, 1.72, 
148, -45.8, 1.93, 
148, -45.5, 1.37, 
148, 47, 0.868, 
148, 47.6, 0.137, 
148, -47.3, -0.451, 
149, 47, -0.948, 
149, -46.6, -1.02, 
149, 46, -1.08, 
149, -45.6, -0.787, 
149, -44.9, -0.193, 
150, -45.4, 1.27, 
150, 46.7, 2.39, 
150, 47.7, 3.35, 
150, -47.2, 3.62, 
150, -45.4, 3.5, 
150, 47.6, 2.87, 
151, 47.7, 2.35, 
151, -46.9, 2.04, 
151, -46.5, 1.46, 
151, -44.3, 0.332, 
151, -47.1, -1.28, 
151, 48.3, -2.56, 
152, 49.5, -2.73, 
152, -49, -1.92, 
152, -48, -1.52, 
152, 48.2, -0.251, 
152, -48, 1.16, 
152, 47.9, 2.3, 
153, -47.8, 3.42, 
153, 42.4, 3.68, 
153, -47.3, 4.35, 
153, 47.5, 4.53, 
153, -47.7, 4.46, 
154, -47.1, 3.49, 
154, 47.5, 2.52, 
154, 47.3, 1.89, 
154, -46.3, 0.661, 
154, -45, -0.344, 
154, -45.6, -0.332, 
155, 46.5, 0.276, 
155, 47, 1.19, 
155, -46.6, 1.86, 
155, -45.9, 1.64, 
155, 23.3, 0.962, 
155, 47.1, 0.397, 
156, -46.4, -0.568, 
156, -45.4, -1.65, 
156, -46, -1.01, 
156, 46.8, -0.269, 
156, -32.8, 0.728, 
156, 47.9, 2.46, 
157, -47.8, 3.36, 
157, -47.4, 3.45, 
157, 48.3, 3.02, 
157, 49.3, 3.49, 
157, -48.8, 3.37, 
158, 48, 2.58, 
158, -47.9, 2.28, 
158, -47.3, 1.18, 
158, 47.4, -0.228, 
158, -47.6, -0.851, 
158, 47.3, -1.29, 
159, -47.2, -0.732, 
159, 47.4, 0.375, 
159, -47.5, 1.68, 
159, 47.8, 2.32, 
159, -48.1, 2.86, 
159, 48, 2.52, 
160, -47.7, 2.41, 
160, 48, 2.34, 
160, 46.1, 1.39, 
160, -46.3, 0.852, 
160, -45.1, -0.161, 
160, -45.2, -0.699, 
161, 45.8, -0.623, 
161, -46.4, 0.454, 
161, 46.7, 1.53, 
161, -46.9, 2.6, 
161, -46.2, 2.26, 
161, 47.3, 2.01, 
162, 47.9, 1.63, 
162, -47.3, 1.12, 
162, 46.7, 0.195, 
162, -46.5, -0.235, 
162, -46.1, -0.428, 
163, -39.2, -0.392, 
