#ssr105
time, vl, vr, 
0, 62, -62, 
0.0746794, -62, -62, 
0.105112, -0.385739, 5.62507, 
0.141313, -1.66727, 9.20735, 
0.169539, 62, -62, 
0.205244, -1.85738, 11.7091, 
0.240033, -62, -62, 
0.272517, 62, -62, 
0.305999, 62, -62, 
0.341407, 62, -62, 
0.375577, -2.45047, -14.7529, 
0.412281, -3.28031, -17.9304, 
0.447063, -4.15413, 20.6419, 
0.480881, -4.72871, -23.0282, 
0.515464, -4.94906, -24.9674, 
0.549324, -4.99846, 26.624, 
0.589477, -4.90432, 28.5053, 
0.62155, -4.7345, -29.85, 
0.653189, -4.52118, -30.9772, 
0.688716, -4.25823, 32.0546, 
0.722518, -4.05529, 33.0683, 
0.761845, -3.89004, -34.1289, 
0.794015, -3.36374, -35.0441, 
0.829517, -2.99434, 35.7266, 
0.863755, -2.6405, 36.5625, 
0.898646, -2.34061, -37.3117, 
0.934915, -1.96968, -37.896, 
0.96803, -1.62328, -38.2962, 
1.00301, -1.26749, 39.0182, 
1.03582, -1.05784, 39.5573, 
1.06992, -0.713744, -40.2014, 
1.10743, -0.423402, -40.7159, 
1.1402, -0.0871876, 41.1753, 
1.17542, 0.101927, 41.7714, 
1.20999, 0.323358, -42.4064, 
1.24473, 0.561774, 42.8981, 
1.28049, 0.762145, 43.311, 
1.31419, 0.973025, 43.8611, 
1.34892, 1.11231, 44.2548, 
1.38537, 1.23946, 44.5607, 
1.41828, 1.36738, 44.9062, 
1.45371, 1.50301, 45.2634, 
1.48751, 1.55316, 45.459, 
1.52216, 1.6036, 45.6519, 
1.55669, 1.65286, 45.8367, 
1.59583, 1.52085, 45.8783, 
1.62767, 1.37242, -45.8709, 
1.66167, 62, -62, 
1.69581, 62, -62, 
1.73066, 62, -62, 
1.76491, 1.02597, 45.992, 
1.80147, 0.532522, 46.2044, 
1.83699, 62, -62, 
1.86995, 62, -62, 
1.90707, 62, -62, 
1.93856, 62, -62, 
1.97501, 62, -62, 
2.00767, 62, -62, 
2.04239, 62, -62, 
2.08116, 62, -62, 
2.1116, 62, -62, 
2.148, 62, -62, 
2.1849, 62, -62, 
2.21711, 62, -62, 
2.25146, 62, -62, 
2.28705, 62, -62, 
2.3214, 3.73028, -45.6608, 
2.35398, 6.50946, -45.3119, 
2.38946, 9.30182, 45.0803, 
2.422, 11.6685, 44.979, 
2.4567, 14.0191, 44.9658, 
2.49348, 16.3376, 45.0388, 
2.52562, 18.2271, 45.1615, 
2.56009, 20.135, 45.343, 
2.59547, 21.9758, 45.5727, 
2.63037, 23.6854, 45.8336, 
2.66611, 25.3369, 46.1289, 
2.70062, 26.8439, 46.4349, 
2.73563, 28.2931, 46.7618, 
2.76835, 29.578, 47.0779, 
2.80381, 30.9049, 47.4301, 
2.8423, 32.2727, 47.8199, 
2.8729, 33.3043, 48.1317, 
2.9079, 34.4351, 48.4908, 
2.94263, 35.5053, 48.847, 
2.97722, 36.5232, 49.2005, 
3.0141, 37.5605, 49.5751, 
3.04594, 38.4149, 49.8944, 
3.08102, 39.3186, 50.2425, 
3.11578, 40.1758, 50.5825, 
3.15015, 40.9878, 50.9131, 
3.18674, 41.8163, 51.2591, 
3.22027, 42.5429, 51.5694, 
3.25475, 43.2605, 51.8823, 
3.28913, 43.9473, 52.1875, 
3.32356, 44.6078, 52.4864, 
3.3602, 45.2829, 52.7971, 
3.39356, 45.8722, 53.0726, 
3.42814, 46.4599, 53.3514, 
3.46271, 47.0245, 53.6229, 
3.49778, 47.5752, 53.8911, 
3.53373, 48.1178, 54.1587, 
3.56675, 48.5964, 54.3974, 
3.60199, 49.0886, 54.6454, 
3.63578, 49.5424, 54.8764, 
3.67097, 49.9976, 55.1103, 
3.70961, 50.4782, 55.3597, 
3.74072, 50.8491, 55.5537, 
3.77551, 51.25, 55.7651, 
3.81166, 51.651, 55.9781, 
3.84459, 52.0022, 56.166, 
3.88097, 52.3764, 56.3676, 
3.91485, 52.7116, 56.5494, 
3.94889, 53.0363, 56.7265, 
3.98364, 53.3557, 56.9018, 
4.02255, 53.7003, 57.092, 
4.05555, 53.9806, 57.2475, 
4.08894, 54.2543, 57.4002, 
4.12422, 54.5335, 57.5566, 
4.15828, 54.793, 57.7027, 
4.19442, 55.0587, 57.8529, 
4.22908, 55.3038, 57.992, 
4.26218, 55.5295, 58.1206, 
4.2974, 55.7614, 58.2533, 
4.33266, 55.985, 58.3817, 
4.36573, 56.1872, 58.4982, 
4.40255, 56.4045, 58.6238, 
4.43576, 56.5931, 58.7331, 
4.47012, 56.7815, 58.8427, 
4.50554, 56.9689, 58.952, 
4.5409, 57.1492, 59.0574, 
4.57625, 57.3228, 59.1593, 
4.60879, 57.4768, 59.2499, 
4.64677, 57.6507, 59.3523, 
4.67961, 57.7951, 59.4376, 
4.71309, 57.9374, 59.5219, 
4.75044, 58.0907, 59.6129, 
4.78319, 58.22, 59.6898, 
4.81729, 58.3502, 59.7673, 
4.85302, 58.4818, 59.8459, 
4.88753, 58.6043, 59.9191, 
4.92425, 58.7301, 59.9944, 
4.95655, 58.8366, 60.0584, 
4.99238, 58.9508, 60.127, 
5.02751, 59.0587, 60.192, 
5.0599, 59.1547, 60.2499, 
5.09643, 59.2594, 60.313, 
5.13313, 59.3607, 60.3743, 
5.16502, 59.4454, 60.4256, 
5.19907, 59.5329, 60.4786, 
5.23271, 59.6164, 60.5293, 
5.2692, 59.7039, 60.5824, 
5.3024, 59.7806, 60.6291, 
5.33781, 59.8596, 60.6772, 
5.3716, 59.9323, 60.7215, 
5.40652, 60.0049, 60.7658, 
5.44362, 60.0793, 60.8112, 
5.47616, 60.1421, 60.8496, 
5.51128, 60.2076, 60.8897, 
5.54575, 60.2697, 60.9277, 
5.5798, 60.3288, 60.9639, 
5.6166, 60.3906, 61.0018, 
5.64923, 60.4433, 61.0342, 
5.68514, 60.4994, 61.0687, 
5.7185, 60.5497, 61.0995, 
5.75425, 60.6017, 61.1316, 
5.79037, 60.6524, 61.1628, 
5.82416, 60.6981, 61.1909, 
5.85772, 60.7419, 61.2179, 
5.89399, 60.7877, 61.2461, 
5.9285, 60.8296, 61.272, 
5.96359, 60.8708, 61.2975, 
5.99716, 60.9088, 61.3209, 
6.03286, 60.9479, 61.3451, 
6.06595, 60.9828, 61.3667, 
6.10122, 61.0187, 61.3889, 
6.13724, 61.0542, 61.4108, 
6.16994, 61.0852, 61.43, 
6.20468, 61.117, 61.4498, 
6.24144, 61.1496, 61.4699, 
6.27384, 61.1772, 61.487, 
6.31016, 61.2071, 61.5056, 
6.34441, 61.2343, 61.5225, 
6.37765, 61.2598, 61.5383, 
6.41349, 61.2864, 61.5548, 
6.45041, 61.3128, 61.5712, 
6.48462, 61.3363, 61.5858, 
6.51694, 61.3578, 61.5992, 
6.55298, 61.381, 61.6136, 
6.58654, 61.4018, 61.6265, 
6.6215, 61.4227, 61.6396, 
6.66044, 61.4453, 61.6536, 
6.69181, 61.4627, 61.6644, 
6.72548, 61.4808, 61.6757, 
6.76256, 61.5001, 61.6877, 
6.79531, 61.5165, 61.6979, 
6.83127, 61.5339, 61.7087, 
6.86478, 61.5495, 61.7185, 
6.90743, 61.5687, 61.7305, 
6.93351, 61.58, 61.7375, 
6.96865, 61.5948, 61.7467, 
7.00513, 61.6096, 61.7559, 
7.03817, 61.6225, 61.764, 
7.07269, 61.6355, 61.7721, 
7.10725, 61.6481, 61.78, 
7.14342, 61.6609, 61.7879, 
7.18001, 61.6733, 61.7957, 
7.21174, 61.6837, 61.8021, 
7.24751, 61.695, 61.8092, 
7.28097, 61.7052, 61.8156, 
7.31554, 61.7154, 61.822, 
7.35496, 61.7266, 61.829, 
7.38467, 61.7348, 61.834, 
7.4204, 61.7442, 61.84, 
7.45727, 61.7537, 61.8459, 
7.48964, 61.7616, 61.8509, 
7.52594, 61.7703, 61.8563, 
7.56012, 61.7782, 61.8612, 
7.59305, 61.7855, 61.8657, 
7.62768, 61.7929, 61.8704, 
7.66555, 61.8008, 61.8753, 
7.69899, 61.8074, 61.8795, 
7.7328, 61.8139, 61.8835, 
7.76689, 61.8203, 61.8875, 
7.80134, 61.8265, 61.8914, 
7.83553, 61.8324, 61.8951, 
7.87224, 61.8386, 61.8989, 
7.90575, 61.844, 61.9023, 
7.94004, 61.8493, 61.9057, 
7.97463, 61.8545, 61.9089, 
8.0097, 61.8596, 61.9121, 
8.04604, 61.8647, 61.9153, 
8.07885, 61.8692, 61.9181, 
8.11352, 61.8737, 61.9209, 
8.14911, 61.8782, 61.9237, 
