#ssr105
time, vl, vr, 
3.72918, 13.5815, 48.2758, 
3.76204, -13.6421, 48.2639, 
3.79751, -13.6161, 48.2126, 
3.83215, 13.5455, -48.1032, 
3.8657, -13.6442, 48.0716, 
3.90185, 56.9571, -62, 
3.9368, -13.6694, 48.0919, 
3.96989, -13.7271, 48.0859, 
4.00459, 12.0608, 48.1825, 
4.04035, 13.8794, 48.0466, 
4.0767, 13.8645, 47.8887, 
4.10854, -61.8866, -62, 
4.14339, -13.8512, 47.7425, 
4.17964, 3.96544, 47.4798, 
4.21286, -13.6336, -47.2468, 
4.24909, 13.4935, 46.9363, 
4.28471, -13.5647, 46.7688, 
4.32062, -13.5086, 46.5965, 
4.35349, 13.4832, -46.4332, 
4.38879, -13.4502, 46.1744, 
4.42735, -13.4166, 45.9004, 
4.45919, -13.3342, 45.7227, 
4.49286, -13.41, -45.602, 
4.53023, 13.2789, 45.25, 
4.56346, 12.2462, 44.9472, 
4.59885, -13.2031, 44.7888, 
4.63135, -62, -62, 
4.66628, -62, -62, 
4.70204, 62, -62, 
4.73585, -62, -62, 
4.77613, -13.1284, 44.4931, 
4.80686, -13.144, 44.4639, 
4.841, 13.0376, -44.3409, 
4.87442, -13.0603, -44.2218, 
4.90973, -13.1858, -44.1183, 
4.94703, -13.2057, -44.0966, 
4.98054, 12.9224, -44.0778, 
5.01808, 62, -62, 
5.04886, 13.1721, -44.0836, 
5.08499, -13.2853, 44.328, 
5.12084, -13.3253, 44.6974, 
5.15677, -13.2385, 45.033, 
5.18835, -13.131, 45.2477, 
5.22168, -13.0955, 45.4159, 
5.25966, -62, -62, 
5.2926, -13.2249, 45.6569, 
5.32617, -13.1708, 45.6344, 
5.36085, 13.0228, 45.612, 
5.39556, 62, -62, 
5.43122, -12.0118, -45.6666, 
5.46655, -13.3847, 45.8002, 
5.4988, -13.4252, 46.0774, 
5.53427, -13.2639, 46.3028, 
5.56866, -13.1911, 46.5604, 
5.60453, -13.2474, 46.8373, 
5.63832, -13.2115, 46.95, 
5.67155, -13.0928, 46.9306, 
5.70917, -12.9625, 46.9095, 
5.74106, -12.8873, 46.871, 
5.77796, -12.8391, 46.8027, 
5.81405, 12.7937, -46.7384, 
5.84509, -12.6741, 46.5814, 
5.88108, -12.572, 46.3823, 
5.91444, 12.4789, 46.2905, 
5.95226, 12.4453, 46.2421, 
5.98653, -12.4843, 46.1513, 
6.01962, -12.3974, 45.9816, 
6.05753, -61.9795, -62, 
6.09534, 12.2858, 45.713, 
6.12215, -12.0016, 45.616, 
6.15957, 12.3825, -45.3691, 
6.1922, 25.7993, -62, 
6.22817, -12.3708, 45.1395, 
6.26208, -12.4368, 45.0856, 
6.29689, -12.3966, 45.0826, 
6.33365, 11.4161, 44.9901, 
6.36657, -61.9905, -62, 
6.40125, -12.2242, 44.7247, 
6.43432, -62, -62, 
6.46873, -62, -62, 
6.50513, 12.0563, 44.4549, 
6.53821, 12.1039, 44.2707, 
6.57306, 12.131, -44.1917, 
6.60759, 12.3508, -44.1163, 
6.6468, 12.3683, -43.9099, 
6.67845, -12.3234, 43.7923, 
6.71136, -12.2171, 43.7178, 
6.74689, -10.2996, 43.764, 
6.78136, 12.245, 43.7555, 
6.81618, 8.74535, 43.7473, 
6.8517, -12.2464, 43.6208, 
6.88531, -12.2036, 43.5051, 
6.91998, 51.9983, -62, 
6.95425, -12.0743, 43.2878, 
6.99006, -62, -62, 
7.02599, -11.9685, 43.2244, 
7.06032, -11.7906, 43.0577, 
7.09577, -11.8089, 43.0128, 
7.12966, -11.7812, 42.9159, 
7.1666, 11.66, 42.702, 
7.19963, -61.832, -62, 
7.23663, -7.21815, 42.5547, 
7.26809, -11.7454, 42.4339, 
7.30204, -11.6286, 42.2521, 
7.33822, -11.6846, 42.1233, 
7.37367, 62, -62, 
7.40744, 11.5557, -41.8217, 
7.44252, 11.544, -41.5854, 
7.476, -11.622, 41.5531, 
7.51155, -11.4533, 41.4367, 
7.54697, -11.2908, 41.325, 
7.58118, -62, -62, 
7.61459, -11.2016, 41.1807, 
7.65138, -11.1069, 41.0267, 
7.68639, -11.0204, 40.8854, 
7.72042, 10.9394, 40.7526, 
7.7541, 49.5997, -62, 
7.78822, -62, -62, 
7.82517, -10.8548, 40.6131, 
7.8577, -10.7965, 40.6439, 
7.89566, -10.391, 40.4252, 
7.92914, -10.2116, 40.3985, 
7.96199, -10.1004, 40.3305, 
7.99811, -62, -62, 
8.0306, -9.92733, -40.1716, 
8.07676, -9.68926, 39.9532, 
8.09992, -9.62261, 39.9159, 
8.13616, 9.49348, 39.859, 
8.17586, 8.88786, 39.8669, 
8.20646, -9.58311, 39.7566, 
8.24176, -9.55083, 39.6577, 
8.2769, 4.39516, 39.4657, 
8.31012, -9.29196, 39.2901, 
8.34449, -9.38534, 39.1599, 
8.37866, -62, -62, 
8.41689, -9.33968, 38.9192, 
8.44912, -9.26756, 38.6847, 
8.48291, -62, -62, 
8.51973, -9.15007, 38.3828, 
8.55246, -6.54224, 38.2372, 
8.59022, 2.45563, -38.0744, 
8.6229, -9.41145, 37.8562, 
8.65797, 9.35478, 37.5505, 
8.69238, 62, -62, 
8.72587, -9.46408, -37.4273, 
8.76341, -9.4918, 37.1975, 
8.7962, -9.61295, 37.239, 
8.83253, -9.47439, 37.1442, 
8.86807, -9.40576, 37.0078, 
8.902, -62, -62, 
8.93888, 62, -62, 
8.97004, 9.34225, 36.8322, 
9.00463, -9.39009, 36.7812, 
9.03946, -9.29862, 36.7568, 
9.07373, -9.1485, 36.7066, 
9.10805, -9.1347, 36.7125, 
9.14131, -9.05288, 36.6212, 
9.17598, -8.93686, -36.4832, 
9.2116, -8.78908, 36.302, 
9.24512, -8.65522, 36.1374, 
9.28103, -8.55188, 36.0839, 
9.31415, -8.45796, 35.9696, 
9.34912, -8.42781, 35.8746, 
9.38476, -8.43112, 35.7556, 
9.41875, -8.43447, 35.6459, 
9.46073, -8.35265, 35.4121, 
9.49092, -8.29694, 35.2504, 
9.52474, -8.23704, 35.0741, 
9.55814, -8.18049, 34.9053, 
9.59338, -8.15335, -34.7092, 
9.62983, -8.23905, 34.5727, 
9.66431, -8.27861, 34.4064, 
9.70148, -8.32647, 34.3057, 
9.73298, -62, -62, 
9.76845, -8.32732, 34.1029, 
9.80333, -62, -62, 
9.83886, -62, -62, 
9.87181, -62, -62, 
9.90827, 7.83737, -34.0224, 
9.94225, 8.56747, -33.8364, 
9.97597, 8.87999, -33.8683, 
10.0095, 9.2765, -34.009, 
10.0436, -62, -62, 
10.0887, -9.39226, 34.2591, 
10.1134, -9.42473, -34.4117, 
10.1498, 9.51164, 34.6985, 
10.1865, -6.95896, -34.9063, 
10.2181, 9.91053, 35.1995, 
10.2532, -10.001, -35.4285, 
10.288, -10.1182, -35.663, 
10.3233, 10.3831, -35.8923, 
10.3568, -10.6446, 36.2336, 
10.3919, 59.6278, -62, 
