#ssr105
time, distance, theta, 
0, 1.51662, -0.113446, 
0.376019, 1.51305, -0.340339, 
0.454405, 1.85976, -0.346012, 
0.558286, 2.11738, -0.11061, 
0.59814, 1.51318, -0.328995, 
0.696877, 1.5133, -0.31765, 
0.801359, 1.28368, -0.323322, 
0.903428, 1.28368, -0.323322, 
0.940228, 1.1951, -0.303469, 
1.04396, 1.11872, -0.283616, 
1.14817, 1.28422, -0.277944, 
1.2527, 1.11901, -0.260927, 
1.35606, 1.11901, -0.260927, 
1.45934, 1.28451, -0.255254, 
1.49521, 1.19582, -0.246746, 
1.59942, 1.11932, -0.238237, 
1.70403, 1.11948, -0.226893, 
1.80714, 1.05267, -0.218384, 
1.91481, 0.812149, -0.22122, 
2.01549, 0.812323, -0.209876, 
2.12061, 0.89392, -0.204204, 
2.2247, 0.941209, -0.201367, 
2.32862, 0.89392, -0.204204, 
2.43311, 0.812694, -0.187187, 
2.53547, 0.812694, -0.187187, 
2.57538, 0.812694, -0.187187, 
2.67757, 0.74455, -0.192859, 
2.78123, 0.686603, -0.198531, 
2.88634, 0.63659, -0.204204, 
2.98996, 0.572933, -0.218384, 
3.09105, 0.504012, -0.229729, 
3.19406, 0.536388, -0.235401, 
3.23025, 0.460853, -0.255254, 
3.33521, 0.412162, -0.277944, 
3.43875, 0.336007, -0.311978, 
3.55051, 0.278615, -0.346012, 
3.65057, 0.218768, -0.405571, 
4.05229, 0.549127, -0.828159, 
4.13197, 1.11424, -0.873537, 
4.16847, 0.684685, -0.346012, 
4.27085, 0.684932, -0.323322, 
4.30573, 0.635621, -0.272271, 
4.41031, 0.636078, -0.238237, 
4.51382, 0.592716, -0.22122, 
4.55026, 0.554668, -0.192859, 
4.65389, 0.490213, -0.158825, 
4.7572, 0.393007, -0.14748, 
4.86289, 0.338851, -0.130463, 
4.96509, 0.355557, -0.136136, 
5.06861, 0.323035, -0.136136, 
5.10403, 0.269302, -0.14748, 
5.20724, 0.257705, -0.153153, 
5.24359, 0.217084, -0.175842, 
5.34821, 0.150243, -0.17017, 
5.75144, 0.151587, -0.652317, 
6.13322, 2, 0, 
6.21549, 2, 0, 
6.31638, 2, 0, 
6.3518, 2, 0, 
6.38629, 2, 0, 
6.42107, 2, 0, 
6.52605, 2, 0, 
6.56019, 2, 0, 
6.96675, 0.549127, -0.828159, 
7.0479, 0.386812, -0.794125, 
7.1526, 0.443417, -0.808306, 
7.25658, 0.531519, -0.825323, 
7.36038, 0.631175, -0.839503, 
7.46429, 0.738889, -0.850848, 
7.56937, 0.888386, -0.862193, 
7.67255, 0.888386, -0.862193, 
8.07781, 0.738889, -0.850848, 
8.45887, 0.303645, 0.0595594, 
8.54852, 0.327682, 0.343175, 
8.64555, 0.319116, 0.431096, 
8.74723, 0.304301, 0.448113, 
8.78772, 0.290222, 0.48782, 
8.88855, 0.253524, 0.504836, 
9.29263, 2, 0, 
9.6727, 0.457279, -0.652317, 
9.75499, 0.432179, -0.623955, 
9.85861, 0.45758, -0.606938, 
9.96163, 0.485434, -0.601266, 
9.99896, 0.485592, -0.578577, 
10.102, 0.516576, -0.550215, 
10.2046, 0.48584, -0.544543, 
10.2408, 0.516922, -0.504836, 
10.3451, 0.517294, -0.459458, 
10.4481, 0.517391, -0.448113, 
10.4833, 0.517801, -0.402735, 
10.5859, 0.552365, -0.374373, 
10.6899, 0.518132, -0.368701, 
10.7268, 0.55284, -0.328995, 
10.8302, 0.553097, -0.306305, 
10.938, 0.519011, -0.289288, 
11.0384, 0.55366, -0.260927, 
11.1422, 0.55397, -0.238237, 
11.1768, 0.519762, -0.232565, 
11.2133, 0.520285, -0.198531, 
11.3183, 0.520673, -0.175842, 
11.4193, 0.520673, -0.175842, 
11.4578, 0.520882, -0.164497, 
11.5604, 0.520882, -0.164497, 
11.6634, 0.490213, -0.158825, 
11.7718, 0.520474, -0.187187, 
11.8705, 0.489414, -0.204204, 
11.9087, 0.489237, -0.215548, 
12.0094, 0.489066, -0.226893, 
