#ssr105
time, vl, vr, 
0, 7.595, 7.595, 
0.103711, 13.2374, 13.2374, 
0.143953, 15.1997, 15.1997, 
0.232172, 19.3284, 19.3284, 
0.264906, 20.7252, 20.7252, 
0.300462, 22.1928, 22.1928, 
0.337795, 23.6789, 23.6789, 
0.369807, 24.9056, 24.9056, 
0.406374, 26.2621, 26.2621, 
0.443171, 27.5771, 27.5771, 
0.481117, 28.8833, 28.8833, 
0.507607, 29.7606, 29.7606, 
0.542412, 30.8826, 30.8826, 
0.580064, 32.0543, 32.0543, 
0.615426, 33.1132, 33.1132, 
0.647631, 34.0435, 34.0435, 
0.682712, 35.0243, 35.0243, 
0.718317, 35.9847, 35.9847, 
0.753592, 36.9024, 36.9024, 
0.786445, 37.727, 37.727, 
0.821401, 38.5754, 38.5754, 
0.856093, 39.3881, 39.3881, 
0.891311, 40.1844, 40.1844, 
0.926991, 40.9628, 40.9628, 
0.960036, 41.658, 41.658, 
0.994419, 42.3574, 42.3574, 
1.02963, 43.0491, 43.0491, 
1.06575, 43.7336, 43.7336, 
1.10017, 44.3622, 44.3622, 
1.13504, 44.9773, 44.9773, 
1.16822, 45.5422, 45.5422, 
1.20313, 46.1167, 46.1167, 
1.23776, 46.6668, 46.6668, 
1.27404, 47.2231, 47.2231, 
1.30594, 47.6944, 47.6944, 
1.34214, 48.2122, 48.2122, 
1.37793, 48.7057, 48.7057, 
1.41133, 49.1498, 49.1498, 
1.44883, 49.6317, 49.6317, 
1.48192, 50.0409, 50.0409, 
1.51513, 50.4381, 50.4381, 
1.55076, 50.85, 50.85, 
1.58376, 51.218, 51.218, 
1.62131, 51.6228, 51.6228, 
1.65572, 51.9799, 51.9799, 
1.68886, 52.3119, 52.3119, 
1.72369, 52.6494, 52.6494, 
1.75897, 52.9793, 52.9793, 
1.79458, 53.3005, 53.3005, 
1.82804, 53.5916, 53.5916, 
1.86247, 53.8811, 53.8811, 
1.89769, 54.167, 54.167, 
1.93232, 54.4383, 54.4383, 
1.96823, 54.7098, 54.7098, 
2.00198, 54.9559, 54.9559, 
2.03623, 55.1971, 55.1971, 
2.07095, 55.4333, 55.4333, 
2.10673, 55.6683, 55.6683, 
2.14235, 55.8938, 55.8938, 
2.17468, 56.0912, 56.0912, 
2.21099, 56.3058, 56.3058, 
2.24441, 56.4961, 56.4961, 
2.27921, 56.6877, 56.6877, 
2.3177, 56.8921, 56.8921, 
2.34863, 57.0501, 57.0501, 
2.38318, 57.2211, 57.2211, 
2.41931, 57.3938, 57.3938, 
2.45239, 57.5461, 57.5461, 
2.49467, 57.7344, 57.7344, 
2.52343, 57.8571, 57.8571, 
2.55725, 57.9972, 57.9972, 
2.59041, 58.13, 58.13, 
2.62596, 58.2676, 58.2676, 
2.6635, 58.4077, 58.4077, 
2.69663, 58.5267, 58.5267, 
2.73067, 58.6449, 58.6449, 
2.76516, 58.7606, 58.7606, 
2.80036, 58.8747, 58.8747, 
2.83664, 58.9881, 58.9881, 
2.86923, 59.0862, 59.0862, 
2.90361, 59.1864, 59.1864, 
2.93931, 59.2868, 59.2868, 
2.9746, 59.3826, 59.3826, 
3.01031, 59.476, 59.476, 
3.04289, 59.5583, 59.5583, 
3.07695, 59.6414, 59.6414, 
3.1129, 59.7262, 59.7262, 
3.14666, 59.803, 59.803, 
3.18292, 59.8827, 59.8827, 
3.21612, 59.953, 59.953, 
3.25157, 60.0255, 60.0255, 
3.28573, 60.093, 60.093, 
3.32048, 60.1592, 60.1592, 
3.35746, 60.2273, 60.2273, 
3.3896, 60.2843, 60.2843, 
3.42412, 60.3435, 60.3435, 
3.46221, 60.4066, 60.4066, 
3.50017, 60.4671, 60.4671, 
3.53695, 60.5235, 60.5235, 
3.56693, 60.5677, 60.5677, 
3.60826, 60.6269, 60.6269, 
3.63282, 60.6607, 60.6607, 
3.66781, 60.7075, 60.7075, 
3.7041, 60.7544, 60.7544, 
3.73692, 60.7953, 60.7953, 
3.77279, 60.8385, 60.8385, 
3.81124, 60.8832, 60.8832, 
3.84601, 60.922, 60.922, 
3.87684, 60.9552, 60.9552, 
3.91092, 60.9908, 60.9908, 
3.94522, 61.0255, 61.0255, 
3.98136, 61.0607, 61.0607, 
4.01465, 61.092, 61.092, 
4.05072, 61.1247, 61.1247, 
4.0837, 61.1536, 61.1536, 
4.11712, 61.1819, 61.1819, 
4.15315, 61.2113, 61.2113, 
4.18774, 61.2386, 61.2386, 
4.22514, 61.2671, 61.2671, 
4.25802, 61.2912, 61.2912, 
4.29175, 61.3151, 61.3151, 
4.3263, 61.3388, 61.3388, 
4.36135, 61.3619, 61.3619, 
4.39752, 61.385, 61.385, 
4.43085, 61.4055, 61.4055, 
4.46724, 61.4271, 61.4271, 
4.49998, 61.4459, 61.4459, 
4.53564, 61.4657, 61.4657, 
4.57428, 61.4863, 61.4863, 
4.6045, 61.5018, 61.5018, 
4.63901, 61.519, 61.519, 
4.67339, 61.5356, 61.5356, 
4.70982, 61.5525, 61.5525, 
4.74578, 61.5686, 61.5686, 
4.77932, 61.583, 61.583, 
4.81264, 61.5969, 61.5969, 
4.84834, 61.6113, 61.6113, 
4.8819, 61.6244, 61.6244, 
4.91804, 61.6379, 61.6379, 
4.95148, 61.6501, 61.6501, 
4.98761, 61.6627, 61.6627, 
5.02251, 61.6745, 61.6745, 
