#ssr105
time, vl, vr, 
0, -62, 62, 
0.0905082, -62, 62, 
0.180668, -62, 62, 
0.21336, -62, 62, 
0.250159, -62, 62, 
0.286909, -62, 62, 
0.323584, -62, 62, 
0.35647, -62, 62, 
0.389679, -62, 62, 
0.423204, -62, 62, 
0.460752, -1.49806, 1.49806, 
0.492487, -1.45581, 1.45581, 
0.528756, -1.40905, 1.40905, 
0.562139, -1.36758, 1.36758, 
0.602571, -1.31902, 1.31902, 
0.637796, -1.27843, 1.27843, 
0.67204, -1.24036, 1.24036, 
0.710803, -1.19874, 1.19874, 
0.816978, -1.08916, 1.08916, 
0.917009, -0.996883, 0.996883, 
0.946781, -0.972166, 0.972166, 
0.983247, -0.942793, 0.942793, 
1.02715, -0.908723, 0.908723, 
1.12607, -0.835319, 0.835319, 
1.16191, -0.811352, 0.811352, 
1.26535, -0.744667, 0.744667, 
1.29963, -0.724852, 0.724852, 
1.40347, -0.666893, 0.666893, 
1.43604, -0.6506, 0.6506, 
1.47126, -0.633554, 0.633554, 
1.54092, -0.601034, 0.601034, 
1.57359, -0.586841, 0.586841, 
1.60729, -0.572681, 0.572681, 
1.64404, -0.55776, 0.55776, 
1.678, -0.544482, 0.544482, 
1.7151, -0.530462, 0.530462, 
1.74763, -0.518629, 0.518629, 
1.78032, -0.507124, 0.507124, 
1.82535, -0.491792, 0.491792, 
1.92378, -0.459792, 0.459792, 
1.95598, -0.450353, 0.450353, 
1.98989, -0.440733, 0.440733, 
2.02393, -0.431406, 0.431406, 
2.05949, -0.42199, 0.42199, 
2.09602, -0.412663, 0.412663, 
2.12811, -0.40477, 0.40477, 
2.16399, -0.396228, 0.396228, 
2.19895, -0.388202, 0.388202, 
2.23562, -0.380079, 0.380079, 
2.26953, -0.372841, 0.372841, 
2.37297, -0.351515, 0.351515, 
2.40796, -0.345047, 0.345047, 
2.44005, -0.339324, 0.339324, 
2.47539, -0.333223, 0.333223, 
2.50878, -62, -62, 
2.54958, -0.326428, 0.326428, 
2.65031, -62, -62, 
2.68247, -0.321289, 0.321289, 
2.7177, -0.315843, 0.315843, 
2.75125, -0.310837, 0.310837, 
2.78629, -0.305786, 0.305786, 
2.82338, -0.300626, 0.300626, 
2.85722, -0.296093, 0.296093, 
2.89098, -0.291725, 0.291725, 
2.9281, -0.287082, 0.287082, 
2.96354, -0.282815, 0.282815, 
3.00422, -0.278091, 0.278091, 
3.10636, -0.26671, 0.26671, 
3.20743, -0.256599, 0.256599, 
3.24057, -0.25362, 0.25362, 
3.2774, -0.250417, 0.250417, 
3.31993, -62, -62, 
3.41594, -62, -62, 
3.44972, -62, -62, 
3.4822, -62, -62, 
3.51817, -62, -62, 
3.55333, -62, -62, 
3.58813, -62, -62, 
3.61958, -62, -62, 
3.65774, -62, -62, 
3.7617, -62, -62, 
3.79454, -62, -62, 
3.82952, -62, -62, 
3.86561, -0.247395, 0.247395, 
3.90134, -0.440124, 0.049038, 
3.93885, -0.432142, 0.0511747, 
4.04513, -1.05842, -0.590259, 
4.14443, -1.86175, -1.40392, 
4.17788, -2.11273, -1.65803, 
4.21371, -2.3762, -1.92474, 
4.25166, -2.66633, -2.21803, 
4.35323, -3.38621, -2.94646, 
4.39046, -3.64632, -3.20922, 
4.49445, -4.45945, -4.02856, 
4.59614, -5.19067, -4.76522, 
4.63148, -5.4226, -4.99884, 
4.6634, -5.65754, -5.23496, 
4.73569, -62, -62, 
4.83853, -62, -62, 
4.87205, -62, -62, 
4.90559, -62, -62, 
4.94331, -62, -62, 
4.97723, -62, -62, 
5.00655, -62, -62, 
5.08018, -62, -62, 
5.11637, -62, -62, 
5.15398, -62, -62, 
5.21953, -62, -62, 
5.25341, -62, -62, 
5.28839, 62, -62, 
5.32242, 62, -62, 
5.35878, 5.80076, -5.38061, 
5.39385, 5.64308, -5.22597, 
5.42623, 5.50064, -5.08624, 
5.45762, 5.36525, -4.9534, 
5.49718, 5.19771, -4.78896, 
5.53572, -62, -62, 
5.63792, -62, -62, 
5.67155, 62, -62, 
5.71059, -62, -62, 
5.80822, -62, -62, 
5.83892, -62, -62, 
5.87544, -62, -62, 
5.91023, -62, -62, 
5.94896, -62, -62, 
5.98211, -5.49339, 5.08504, 
6.01529, 5.77989, -5.37191, 
6.05171, 5.61205, -5.2068, 
6.08502, -5.4622, 5.05934, 
6.12215, -5.29871, 4.89843, 
6.15867, -5.14189, 4.74406, 
6.19385, -4.99461, 4.59904, 
6.22324, -4.87462, 4.48088, 
6.29969, -62, -62, 
6.40004, -62, -62, 
6.43161, -62, -62, 
6.47111, -4.71639, 4.32504, 
6.5073, -4.57556, -4.18631, 
6.60899, -4.18625, 3.80268, 
6.64644, -4.05488, 3.67319, 
6.74699, -3.70927, 3.33244, 
6.77912, -3.60827, 3.23284, 
6.81508, -62, -62, 
6.85479, 3.48645, 3.11269, 
6.95774, 3.1783, -2.8087, 
7.06296, 2.88961, -2.52383, 
7.16479, 2.63466, -2.27218, 
7.19862, 2.55768, -2.19619, 
7.23624, 2.47448, 2.11405, 
7.33773, 2.25622, 1.89854, 
7.36933, 2.19457, 1.83765, 
7.40551, 2.12588, 1.76982, 
7.46229, 2.02135, 1.66658, 
7.54494, 62, -62, 
7.57974, -62, -62, 
7.6118, -62, -62, 
7.65136, -62, -62, 
