#ssr105
time, distance, theta, 
0, 0.988232, -0.867865, 
0.104709, 0.988232, -0.867865, 
0.140307, 0.988232, -0.867865, 
0.171759, 0.806908, -0.85652, 
0.240974, 0.807088, -0.822486, 
0.274148, 0.807275, -0.788452, 
0.310048, 0.739387, -0.760091, 
0.343536, 0.807601, -0.731729, 
0.380298, 0.739792, -0.692023, 
0.415089, 0.740006, -0.657989, 
0.448185, 0.740229, -0.623955, 
0.483341, 0.740542, -0.578577, 
0.51699, 0.740789, -0.544543, 
0.554028, 0.741049, -0.510509, 
0.588619, 0.683423, -0.482147, 
0.621785, 0.683612, -0.459458, 
0.656873, 0.741815, -0.419752, 
0.690928, 0.742135, -0.385718, 
0.725663, 0.742479, -0.351684, 
0.761707, 0.684932, -0.323322, 
0.795411, 0.685193, -0.300633, 
0.83068, 0.685469, -0.277944, 
0.864188, 0.685919, -0.24391, 
0.899508, 0.812323, -0.209876, 
0.934838, 0.686991, -0.175842, 
0.968183, 0.74539, -0.14748, 
1.00377, 0.688171, -0.119119, 
1.03836, 0.688769, -0.0964294, 
1.07286, 0.68949, -0.0737402, 
1.10838, 0.690412, -0.0510509, 
1.14162, 0.749199, -0.0340339, 
1.17707, 0.642279, -0.0226893, 
1.21121, 0.69276, -0.017017, 
1.24669, 0.694604, -0.00567232, 
1.28197, 0.694604, 0.00567232, 
1.31541, 0.69276, 0.017017, 
1.35102, 0.69276, 0.017017, 
1.38541, 0.691739, 0.0283616, 
1.42051, 0.641425, 0.0340339, 
1.45555, 0.640771, 0.0453786, 
1.49022, 0.618117, 0.0482147, 
1.52348, 0.640235, 0.0567232, 
1.5603, 0.596387, 0.0623955, 
1.5935, 0.596387, 0.0623955, 
1.62889, 0.943505, 0.0935933, 
1.66321, 0.896019, 0.102102, 
1.69689, 0.896019, 0.102102, 
1.73383, 0.895721, 0.113446, 
1.76703, 0.81436, 0.107774, 
1.80306, 0.557267, 0.0794125, 
1.83751, 0.557267, 0.0794125, 
1.87057, 0.557267, 0.0794125, 
1.90614, 0.522793, 0.0850848, 
1.9398, 0.557267, 0.0794125, 
1.97589, 0.522793, 0.0850848, 
2.00995, 0.557267, 0.0794125, 
2.04393, 0.595959, 0.0737402, 
2.07916, 0.595959, 0.0737402, 
2.11362, 0.639375, 0.0794125, 
2.1505, 0.639375, 0.0794125, 
2.18389, 0.595959, 0.0737402, 
2.21735, 0.639777, 0.0680678, 
2.25359, 0.639777, 0.0680678, 
2.2869, 0.596387, 0.0623955, 
2.32311, 0.558127, 0.0567232, 
2.35714, 0.558127, 0.0567232, 
2.39114, 0.524094, 0.0510509, 
2.42635, 0.493595, 0.0453786, 
2.46031, 0.46609, 0.0397062, 
2.49654, 0.441148, 0.0340339, 
2.53106, 0.441148, 0.0340339, 
2.56463, 0.418431, 0.0283616, 
2.59975, 0.595959, 0.0737402, 
2.63403, 0.595959, 0.0737402, 
2.67019, 0.557267, 0.0794125, 
2.70434, 0.557267, 0.0794125, 
2.73802, 0.522793, 0.0850848, 
2.77329, 0.522793, 0.0850848, 
2.8076, 0.522793, 0.0850848, 
2.84372, 0.522793, 0.0850848, 
2.87717, 0.522793, 0.0850848, 
2.91162, 0.522793, 0.0850848, 
2.94798, 0.49184, 0.0907571, 
2.9819, 0.49184, 0.0907571, 
3.01714, 0.556581, 0.102102, 
3.05059, 0.49184, 0.0907571, 
3.0852, 0.638391, 0.113446, 
3.12354, 0.638391, 0.113446, 
3.15649, 0.522793, 0.0850848, 
3.19268, 0.492199, 0.0794125, 
3.22563, 0.492199, 0.0794125, 
3.25948, 0.595238, 0.0964294, 
3.29714, 0.595238, 0.0964294, 
3.33014, 0.556907, 0.0907571, 
3.36674, 0.575666, 0.087921, 
3.40155, 0.557267, 0.0794125, 
3.43351, 0.557267, 0.0794125, 
3.50343, 0.557267, 0.0794125, 
3.53686, 0.523172, 0.0737402, 
3.57355, 0.492601, 0.0680678, 
3.60648, 0.492601, 0.0680678, 
3.64482, 0.493059, 0.0567232, 
3.67902, 0.493595, 0.0453786, 
3.71254, 0.441148, 0.0340339, 
3.78142, 0.466828, 0.0283616, 
3.81879, 0.454618, 0.0198531, 
3.85116, 0.443296, 0.0113446, 
3.88706, 0.443296, 0.0113446, 
3.92224, 0.421296, 0.00567232, 
3.95781, 0.421296, -0.00567232, 
4.05976, 0.398963, -0.0113446, 
4.09239, 0.419453, -0.017017, 
4.13006, 0.39767, -0.0226893, 
4.16303, 0.39767, -0.0226893, 
4.19891, 0.396816, -0.0340339, 
4.23267, 0.376899, -0.0397062, 
4.26565, 0.396162, -0.0453786, 
4.30443, 0.375817, -0.0623955, 
4.33715, 0.375817, -0.0623955, 
4.37395, 0.681065, 0.845176, 
4.40872, 0.357075, -0.0794125, 
4.44042, 0.37501, -0.0850848, 
4.51035, 0.35639, -0.102102, 
4.54353, 0.347901, -0.0992656, 
4.57808, 0.323868, -0.102102, 
4.61287, 0.309049, -0.107774, 
4.64929, 0.308762, -0.119119, 
4.68361, 0.281834, -0.130463, 
4.71643, 0.275727, -0.127627, 
4.75135, 0.269543, -0.136136, 
4.7859, 0.269543, -0.136136, 
4.82546, 0.247204, -0.136136, 
4.85971, 0.322148, -0.181514, 
4.89199, 0.226911, -0.14748, 
4.96157, 0.321768, -0.204204, 
4.99834, 0.208791, -0.14748, 
5.03124, 0.200248, -0.153153, 
5.06694, 0.19209, -0.158825, 
5.10295, 0.19209, -0.158825, 
5.1357, 0.306672, -0.232565, 
5.20477, 0.306672, -0.232565, 
5.23959, 0.292845, -0.238237, 
5.27301, 0.292845, -0.238237, 
5.30753, 0.292845, -0.238237, 
5.34397, 0.292845, -0.238237, 
5.3783, 0.292845, -0.238237, 
5.4128, 0.292687, -0.249582, 
5.44594, 0.299336, -0.258091, 
5.48049, 0.292534, -0.260927, 
5.51663, 0.292534, -0.260927, 
5.5514, 0.292387, -0.272271, 
5.58894, 0.292387, -0.272271, 
5.62121, 0.292244, -0.283616, 
5.69185, 0.292244, -0.283616, 
5.72518, 0.292244, -0.283616, 
5.7612, 0.292244, -0.283616, 
5.8294, 0.292244, -0.283616, 
5.86296, 0.292244, -0.283616, 
5.89746, 0.279259, -0.289288, 
5.93617, 0.279122, -0.300633, 
5.96833, 0.279122, -0.300633, 
6.00367, 0.279122, -0.300633, 
6.03708, 0.27899, -0.311978, 
6.07128, 0.266761, -0.31765, 
6.10884, 0.266761, -0.31765, 
6.14147, 0.266761, -0.31765, 
6.17777, 0.266761, -0.31765, 
6.21262, 0.255216, -0.323322, 
6.24506, 0.255216, -0.323322, 
6.31478, 0.255216, -0.323322, 
6.34765, 0.244422, -0.31765, 
6.38227, 0.244552, -0.306305, 
6.41695, 0.224635, -0.294961, 
6.45548, 0.224773, -0.283616, 
6.49019, 0.215562, -0.277944, 
6.52284, 0.206943, -0.260927, 
6.59374, 0.103474, -0.153153, 
6.6299, 0.103708, -0.141808, 
6.66424, 0.103708, -0.141808, 
6.69997, 0.113471, -0.119119, 
6.80711, 0.104224, -0.119119, 
6.90928, 0.0910094, -0.136136, 
7.01055, 0.071663, -0.153153, 
7.11529, 0.154867, -0.277944, 
7.15116, 0.154726, -0.289288, 
7.18416, 0.160768, -0.328995, 
7.28816, 0.167475, -0.334667, 
7.324, 0.167475, -0.334667, 
7.35742, 0.189526, -0.340339, 
7.46116, 0.197512, -0.346012, 
7.49417, 0.205879, -0.351684, 
7.53023, 0.205879, -0.351684, 
7.56405, 0.205879, -0.351684, 
7.60136, 0.214777, -0.346012, 
7.63515, 0.233946, -0.334667, 
7.73839, 0.266761, -0.31765, 
7.84175, 0.266761, -0.31765, 
7.87609, 0.266891, -0.306305, 
7.91011, 0.279122, -0.300633, 
7.94658, 0.292106, -0.294961, 
7.97905, 0.292106, -0.294961, 
8.0167, 0.305921, -0.289288, 
8.05086, 0.306061, -0.277944, 
8.08626, 0.336561, -0.266599, 
8.12587, 0.353779, -0.238237, 
8.22375, 0.371979, -0.232565, 
8.25732, 0.354113, -0.215548, 
8.29303, 0.37232, -0.209876, 
8.32695, 0.386812, 0.794125, 
8.36349, 0.372502, -0.198531, 
8.39813, 0.392167, -0.192859, 
8.43144, 0.372691, -0.187187, 
8.46725, 0.392361, -0.181514, 
8.5007, 0.392361, -0.181514, 
8.53652, 0.392361, -0.181514, 
8.57123, 0.392361, -0.181514, 
8.60451, 0.390466, 0.31765, 
8.64058, 0.390466, 0.31765, 
8.67354, 0.370831, 0.323322, 
8.7097, 0.370706, 0.334667, 
8.74411, 0.370706, 0.334667, 
8.7774, 0.370584, 0.346012, 
8.81422, 0.370584, 0.346012, 
8.84641, 0.352405, 0.351684, 
8.88386, 0.352405, 0.351684, 
8.91865, 0.352288, 0.363028, 
8.95115, 0.335397, 0.368701, 
8.98706, 0.352173, 0.374373, 
9.0228, 0.335284, 0.380045, 
9.05589, 0.319539, 0.385718, 
9.09392, 0.335173, 0.39139, 
9.1269, 0.31943, 0.397062, 
9.16045, 0.335065, 0.402735, 
9.19648, 0.319323, 0.408407, 
9.22964, 0.304605, 0.414079, 
9.26719, 0.304605, 0.414079, 
9.3019, 0.290807, 0.419752, 
9.3358, 0.265624, 0.431096, 
9.44081, 0.265624, 0.431096, 
9.47569, 0.265524, 0.442441, 
9.50932, 0.265425, 0.453786, 
9.61301, 0.24299, 0.46513, 
9.64834, 0.24299, 0.46513, 
9.6821, 0.232561, 0.482147, 
9.75228, 0.232561, 0.482147, 
9.78725, 0.196067, 0.504836, 
9.82455, 0.20445, 0.510509, 
9.92677, 0.187888, 0.521853, 
9.96117, 0.187888, 0.521853, 
9.99603, 0.196067, 0.504836, 
10.0995, 0.16582, 0.516181, 
10.135, 0.17292, 0.510509, 
10.1705, 0.17292, 0.510509, 
10.2738, 0.162467, 0.507673, 
10.3779, 0.159184, 0.499164, 
10.4148, 0.159559, 0.453786, 
10.5165, 0.162933, 0.450949, 
10.5513, 0.156449, 0.433932, 
10.5865, 0.156655, 0.411243, 
10.6923, 0.150664, 0.371537, 
10.7981, 0.14182, 0.346012, 
10.9005, 0.136089, 0.340339, 
11.0028, 0.125246, 0.328995, 
11.6095, 0.774016, 0.462294, 
11.6939, 0.741514, 0.453786, 
11.7287, 0.849025, 0.382882, 
11.7615, 0.742722, 0.328995, 
11.7964, 0.68506, 0.311978, 
11.8312, 0.743114, 0.294961, 
11.8669, 0.743542, 0.260927, 
11.9004, 0.68608, 0.232565, 
11.9388, 0.744364, 0.204204, 
11.9716, 0.744744, 0.181514, 
12.0073, 0.687421, 0.153153, 
12.0411, 0.638115, 0.124791, 
12.0739, 0.746463, 0.102102, 
12.1118, 0.689111, 0.0850848, 
12.1459, 0.664196, 0.0595594, 
12.181, 0.691001, 0.0397062, 
12.2151, 0.643573, 0.0113446, 
12.2484, 0.65142, 0, 
12.2855, 0.69276, -0.017017, 
12.3186, 0.691001, -0.0397062, 
12.3529, 0.639375, -0.0794125, 
12.4226, 0.639016, -0.0907571, 
12.4588, 0.638391, -0.113446, 
12.4922, 0.638115, -0.124791, 
12.5282, 0.637857, -0.136136, 
