#ssr105
time, vl, vr, 
0, 62, -62, 
0.075052, 1.80077, 7.19359, 
0.167983, 2.83949, 13.453, 
0.199453, 62, -62, 
0.234555, 2.81307, 15.6712, 
0.270289, 3.08114, 17.4357, 
0.303532, 3.17302, -19.3981, 
0.344343, 62, -62, 
0.37348, 62, -62, 
0.408661, 3.44407, 21.4105, 
0.453756, 3.44542, 24.053, 
0.477045, -3.23493, 25.359, 
0.513555, 2.92567, 27.5767, 
0.545864, 2.7837, 29.1297, 
0.58187, 62, -62, 
0.615262, 2.71627, 30.6084, 
0.651535, 2.55077, 31.9827, 
0.688783, 2.30378, 33.3933, 
0.719994, 2.14529, 34.4906, 
0.755354, 1.99652, 35.5558, 
0.789766, 1.90039, 36.6231, 
0.823922, 1.80068, 37.4357, 
0.860117, 1.57496, 38.1444, 
0.893056, 1.38731, 38.7557, 
0.928915, 1.26954, 39.4393, 
0.962858, 1.086, 39.9293, 
0.997185, 0.912205, 40.4025, 
1.03594, 0.659252, 40.8628, 
1.06603, 0.407927, 41.1074, 
1.10176, 0.176656, 41.4302, 
1.1354, 62, -62, 
1.17146, 62, -62, 
1.20739, 62, -62, 
1.23941, 62, -62, 
1.27671, 62, -62, 
1.30914, 62, -62, 
1.34422, 62, -62, 
1.38194, -0.893604, 41.9672, 
1.4134, -1.91963, 42.6144, 
1.45695, -3.41487, 43.5486, 
1.48419, -4.32426, 44.1787, 
1.51879, -5.36751, 44.7137, 
1.55682, -6.46366, 45.2173, 
1.58867, -7.3604, 45.6367, 
1.6246, 62, -62, 
1.65788, 62, -62, 
1.69454, -8.36781, 46.2459, 
1.72976, -9.42313, 46.8786, 
1.76204, -10.5482, 47.8111, 
1.79727, -11.7361, 48.7957, 
1.8335, 12.7832, 49.4096, 
1.86733, -13.6879, 49.8328, 
1.90422, -14.655, 50.2925, 
1.9376, -15.5097, 50.705, 
1.9714, -16.357, 51.1196, 
2.00539, -17.1571, 51.5689, 
2.03977, -17.913, 51.8914, 
2.07469, -18.6253, 52.1472, 
2.10906, -19.2979, 52.4391, 
2.14377, 62, -62, 
2.17781, 62, -62, 
2.21317, 62, -62, 
2.24881, 62, -62, 
2.28281, 62, -62, 
2.31641, 62, -62, 
2.3514, 62, -62, 
2.3873, 62, -62, 
2.42203, 62, -62, 
2.45766, 62, -62, 
2.49131, 62, -62, 
