#ssr105
time, distance, theta, 
0, 2, 0, 
0.390157, 2, 0, 
0.488627, 2, 0, 
0.590625, 2, 0, 
0.625446, 2, 0, 
0.662519, 2, 0, 
0.765612, 2, 0, 
0.800766, 2, 0, 
0.904012, 2, 0, 
0.939703, 2, 0, 
1.04349, 2, 0, 
1.07976, 2, 0, 
1.18049, 2, 0, 
1.21579, 2, 0, 
1.25008, 2, 0, 
1.28703, 2, 0, 
1.38957, 2, 0, 
1.42365, 2, 0, 
1.46048, 2, 0, 
1.56293, 2, 0, 
1.59837, 2, 0, 
1.63275, 2, 0, 
1.73555, 2, 0, 
1.7686, 2, 0, 
1.80332, 2, 0, 
1.8394, 2, 0, 
1.87307, 2, 0, 
1.90924, 2, 0, 
2.01368, 2, 0, 
2.04803, 2, 0, 
2.08183, 2, 0, 
2.11573, 2, 0, 
2.15172, 2, 0, 
2.68895, 1.19334, -0.484983, 
2.77831, 1.11708, -0.442441, 
2.81215, 1.11728, -0.419752, 
2.85018, 1.11749, -0.397062, 
2.95215, 1.11749, -0.397062, 
2.9898, 1.28308, -0.380045, 
3.0921, 1.11794, -0.351684, 
3.19388, 1.11794, -0.351684, 
3.23085, 1.28355, -0.334667, 
3.33553, 1.19504, -0.309141, 
3.44274, 1.11872, -0.283616, 
3.54333, 1.11901, -0.260927, 
3.64831, 1.11932, -0.238237, 
3.75124, 1.11983, -0.204204, 
3.85545, 1.28574, -0.175842, 
3.95823, 1.12085, -0.14748, 
4.06581, 1.12163, -0.113446, 
4.16685, 1.12163, -0.113446, 
4.20579, 0.996055, -0.0964294, 
4.30667, 1.12261, -0.0794125, 
4.4091, 1.12261, -0.0794125, 
4.44428, 0.996776, -0.0737402, 
4.47806, 1.12347, -0.0567232, 
4.58295, 0.997698, -0.0510509, 
4.61823, 1.12466, -0.0340339, 
4.72197, 0.999024, -0.0283616, 
4.7599, 0.899609, -0.0226893, 
4.86117, 1.00005, -0.017017, 
4.89549, 1.00005, -0.017017, 
4.93076, 1.00189, -0.00567232, 
5.03392, 0.90875, 0, 
5.06874, 0.90875, 0, 
