#g_accel g_gyro  g_gz       g_z  g_dz   g_us  g_dus g_direc avoid sensitiv keep_h n_thrott
140000.0 140000.0 180000.0  300.0 100.0 2738.6  0.6   0.0  160 150.0000  90  90 0.045933 
     7.0     0.0     0.0    0.0   0.0 2077.5 17.5   0.0    0 0.0000 4196511 32724   0.0 Mon Dec 26 18:32:47 2016
     7.0     0.0     0.0    0.0   0.0 2056.6 18.6   0.0    0 0.0000 4196511 32724   0.0 Mon Dec 26 18:35:45 2016
     7.0     0.0     0.0    0.0   0.0 2035.7 19.7   0.0    0 0.0000 4196511 32724   0.0 Mon Dec 26 18:49:05 2016
     7.0     0.0     0.0    0.0   0.0 2014.8 10.8   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 11:56:30 2017
     7.0     0.0     0.0    0.0   0.0 2193.9 11.9   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:01:49 2017
     7.0     0.0     0.0    0.0   0.0 2173.0 13.0   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:02:15 2017
     7.0     0.0     0.0    0.0   0.0 2152.1 14.1   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:05:36 2017
     7.0     0.0     0.0    0.0   0.0 2118.0 14.3   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:05:50 2017
     7.0     0.0     0.0    0.0   0.0 2097.1 15.4   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:06:41 2017
     7.0     0.0     0.0    0.0   0.0 2076.2 16.5   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:08:44 2017
     7.0     0.0     0.0    0.0   0.0 2055.3 17.6   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:09:41 2017
     7.0     0.0     0.0    0.0   0.0 2034.4 18.7   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:13:45 2017
     7.0     0.0     0.0    0.0   0.0 2013.5 19.8   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:17:34 2017
     7.0     0.0     0.0    0.0   0.0 2179.4 20.0   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:17:41 2017
     7.0     0.0     0.0    0.0   0.0 2192.6 11.9   0.0    0 0.0000 4196511 32724   0.0 Sat Jan  7 12:19:16 2017
