   0.055    0.018    0.000    0.006    0.007    0.000 -1225330832.000    0.000 993345.000 
   0.073    0.017    0.001    0.006    0.007    0.785 -1225330824.000    0.000 993160.000 
   0.091    0.015   -0.002    0.006    0.007    1.571    0.000   17.000 992984.000 
   0.109    0.014   -0.004    0.006    0.007    2.356    0.000   17.000 992740.000 
   0.146    0.015   -0.002    0.006    0.007    3.142    0.000   17.000 992917.000 
   0.164    0.017   -0.002    0.006    0.007    3.927    0.000   17.000 992837.000 
   0.183    0.017   -0.004    0.006    0.006    4.712    0.000   17.000 992753.000 
   0.201    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992787.000 
   0.237    0.016   -0.002    0.006    0.007    0.000    0.000   17.000 992885.000 
   0.255    0.016   -0.002    0.006    0.007    0.785    0.000   17.000 992861.000 
   0.292    0.016   -0.003    0.007    0.006    1.571    0.000   17.000 992889.000 
   0.310    0.016   -0.003    0.006    0.007    2.356    0.000   17.000 992766.000 
   0.329    0.017   -0.003    0.006    0.007    3.142    0.000   17.000 992776.000 
   0.366    0.017   -0.003    0.006    0.007    3.927    0.000   17.000 992854.000 
   0.384    0.016   -0.003    0.006    0.007    4.712    0.000   17.000 992835.000 
   0.420    0.017   -0.002    0.006    0.006    5.498    0.000   17.000 992992.000 
   0.439    0.017   -0.003    0.006    0.007    0.000    0.000   17.000 992844.000 
   0.457    0.017   -0.003    0.006    0.007    0.785    0.000   17.000 992836.000 
   0.493    0.015   -0.002    0.006    0.007    1.571    0.000   17.000 992962.000 
   0.511    0.015   -0.004    0.006    0.007    2.356    0.000   17.000 992693.000 
   0.549    0.014   -0.003    0.006    0.007    3.142    0.000   17.000 992832.000 
   0.567    0.016   -0.004    0.006    0.007    3.927    0.000   17.000 992737.000 
   0.586    0.016   -0.003    0.006    0.007    4.712    0.000   17.000 992726.000 
   0.623    0.016   -0.003    0.006    0.006    5.498    0.000   17.000 992798.000 
   0.641    0.016   -0.003    0.006    0.007    0.000    0.000   17.000 992714.000 
   0.659    0.014   -0.004    0.006    0.007    0.785    0.000   17.000 992694.000 
   0.695    0.015   -0.004    0.006    0.006    1.571    0.000   17.000 992718.000 
   0.713    0.017   -0.002    0.006    0.006    2.356    0.000   17.000 992955.000 
   0.750    0.015   -0.002    0.006    0.007    3.142    0.000   17.000 992876.000 
   0.769    0.017   -0.002    0.006    0.006    3.927    0.000   17.000 992794.000 
   0.787    0.015   -0.002    0.006    0.007    4.712    0.000   17.000 992839.000 
   0.805    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992759.000 
   0.841    0.016   -0.002    0.005    0.007    0.000    0.000   17.000 992817.000 
   0.860    0.016   -0.003    0.006    0.006    0.785    0.000   17.000 992859.000 
   0.896    0.016   -0.002    0.006    0.007    1.571    0.000   17.000 992909.000 
   0.914    0.015   -0.003    0.006    0.007    2.356    0.000   17.000 992837.000 
   0.934    0.017   -0.003    0.006    0.006    3.142    0.000   17.000 992830.000 
   0.970    0.015   -0.002    0.006    0.007    3.927    0.000   17.000 992914.000 
   0.988    0.016   -0.002    0.006    0.007    4.712    0.000   17.000 992982.000 
   1.025    0.015   -0.002    0.006    0.007    5.498    0.000   17.000 992977.000 
   1.043    0.015   -0.001    0.006    0.007    0.000    0.000   17.000 993006.000 
   1.061    0.014   -0.002    0.006    0.006    0.785    0.000   17.000 992882.000 
   1.098    0.015   -0.004    0.006    0.006    1.571    0.000   17.000 992727.000 
   1.116    0.016   -0.003    0.006    0.007    2.356    0.000   17.000 992761.000 
   1.152    0.015   -0.003    0.006    0.007    3.142    0.000   17.000 992888.000 
   1.171    0.015   -0.002    0.006    0.007    3.927    0.000   17.000 992808.000 
   1.189    0.015   -0.002    0.006    0.007    4.712    0.000   17.000 992805.000 
   1.225    0.017   -0.002    0.006    0.006    5.498    0.000   17.000 992884.000 
   1.243    0.016   -0.001    0.006    0.006    0.000    0.000   17.000 992966.000 
   1.280    0.016   -0.002    0.006    0.007    0.785    0.000   17.000 992858.000 
   1.299    0.015   -0.002    0.006    0.007    1.571    0.000   17.000 992833.000 
   1.317    0.015   -0.002    0.006    0.007    2.356    0.000   17.000 992880.000 
   1.336    0.016   -0.003    0.006    0.007    3.142    0.000   17.000 992800.000 
   1.372    0.016   -0.002    0.006    0.006    3.927    0.000   17.000 992886.000 
   1.390    0.015   -0.003    0.006    0.007    4.712    0.000   17.000 992770.000 
   1.408    0.017   -0.002    0.006    0.007    5.498    0.000   17.000 992794.000 
   1.445    0.017   -0.002    0.006    0.006    0.000    0.000   17.000 992914.000 
   1.464    0.015   -0.003    0.006    0.006    0.785    0.000   17.000 992833.000 
   1.501    0.014   -0.004    0.006    0.007    1.571    0.000   17.000 992732.000 
   1.519    0.014   -0.002    0.006    0.007    2.356    0.000   17.000 992829.000 
   1.537    0.015   -0.004    0.006    0.006    3.142    0.000   17.000 992782.000 
   1.556    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992904.000 
   1.592    0.016   -0.002    0.006    0.007    4.712    0.000   17.000 992902.000 
   1.610    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992878.000 
   1.647    0.015   -0.005    0.006    0.007    0.000    0.000   17.000 992675.000 
   1.665    0.015   -0.003    0.006    0.006    0.785    0.000   17.000 992681.000 
   1.685    0.016   -0.000    0.006    0.007    1.571    0.000   17.000 992987.000 
   1.721    0.018   -0.003    0.006    0.006    2.356    0.000   17.000 992887.000 
   1.739    0.017   -0.002    0.006    0.007    3.142    0.000   17.000 992882.000 
   1.776    0.016   -0.003    0.006    0.007    3.927    0.000   17.000 992822.000 
   1.794    0.017   -0.001    0.006    0.007    4.712    0.000   17.000 993016.000 
   1.813    0.016   -0.002    0.006    0.007    5.498    0.000   17.000 992883.000 
   1.850    0.016   -0.002    0.006    0.007    0.000    0.000   17.000 992858.000 
   1.868    0.015   -0.002    0.005    0.007    0.785    0.000   17.000 992914.000 
   1.887    0.015   -0.002    0.006    0.007    1.571    0.000   17.000 992943.000 
   1.923    0.015   -0.002    0.006    0.007    2.356    0.000   17.000 992945.000 
   1.941    0.015   -0.003    0.006    0.007    3.142    0.000   17.000 992764.000 
   1.977    0.015   -0.003    0.006    0.007    3.927    0.000   17.000 992800.000 
   1.997    0.014   -0.003    0.006    0.006    4.712    0.000   17.000 992864.000 
   2.015    0.016   -0.002    0.006    0.007    5.498    0.000   17.000 992888.000 
   2.053    0.015   -0.001    0.005    0.007    0.000    0.000   17.000 992993.000 
   2.071    0.016   -0.003    0.006    0.007    0.785    0.000   17.000 992833.000 
   2.107    0.016   -0.003    0.006    0.006    1.571    0.000   17.000 992794.000 
   2.125    0.017   -0.002    0.006    0.007    2.356    0.000   17.000 992863.000 
   2.144    0.016   -0.002    0.005    0.007    3.142    0.000   17.000 992829.000 
   2.180    0.017   -0.003    0.006    0.007    3.927    0.000   17.000 992809.000 
   2.199    0.016   -0.002    0.006    0.007    4.712    0.000   17.000 992888.000 
   2.218    0.016   -0.002    0.006    0.007    5.498    0.000   17.000 992841.000 
   2.254    0.016   -0.003    0.006    0.007    0.000    0.000   17.000 992760.000 
   2.272    0.016   -0.003    0.006    0.006    0.785    0.000   17.000 992795.000 
   2.309    0.016   -0.003    0.006    0.006    1.571    0.000   17.000 992896.000 
   2.327    0.015   -0.004    0.006    0.007    2.356    0.000   17.000 992723.000 
   2.345    0.016   -0.003    0.006    0.007    3.142    0.000   17.000 992803.000 
   2.382    0.016   -0.003    0.006    0.006    3.927    0.000   17.000 992780.000 
   2.401    0.017   -0.003    0.006    0.007    4.712    0.000   17.000 992792.000 
   2.420    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992786.000 
   2.456    0.016   -0.002    0.006    0.007    0.000    0.000   17.000 992741.000 
   2.474    0.016   -0.003    0.005    0.007    0.785    0.000   17.000 992717.000 
   2.511    0.017   -0.003    0.006    0.007    1.571    0.000   17.000 992840.000 
   2.529    0.015   -0.003    0.006    0.006    2.356    0.000   17.000 992800.000 
   2.548    0.016   -0.003    0.006    0.006    3.142    0.000   17.000 992774.000 
   2.584    0.016   -0.003    0.006    0.006    3.927    0.000   17.000 992829.000 
   2.603    0.018   -0.003    0.007    0.007    4.712    0.000   17.000 992876.000 
   2.621    0.016   -0.002    0.006    0.007    5.498    0.000   17.000 992935.000 
   2.658    0.016   -0.003    0.006    0.006    0.000    0.000   17.000 992912.000 
   2.676    0.014   -0.003    0.006    0.007    0.785    0.000   17.000 992792.000 
   2.713    0.014   -0.003    0.006    0.007    1.571    0.000   17.000 992790.000 
   2.731    0.016   -0.003    0.006    0.007    2.356    0.000   17.000 992812.000 
   2.749    0.017   -0.003    0.006    0.007    3.142    0.000   17.000 992813.000 
   2.785    0.017   -0.003    0.005    0.007    3.927    0.000   17.000 992695.000 
   2.804    0.016   -0.003    0.006    0.007    4.712    0.000   17.000 992781.000 
   2.840    0.014   -0.001    0.006    0.007    5.498    0.000   17.000 992915.000 
   2.858    0.016   -0.002    0.006    0.006    0.000    0.000   17.000 992916.000 
   2.877    0.016   -0.005    0.006    0.007    0.785    0.000   17.000 992601.000 
   2.913    0.016   -0.000    0.006    0.007    1.571    0.000   17.000 992885.000 
   2.931    0.016   -0.002    0.006    0.006    2.356    0.000   17.000 992946.000 
   2.969    0.016   -0.006    0.006    0.006    3.142    0.000   17.000 992524.000 
   2.987    0.017   -0.004    0.006    0.007    3.927    0.000   17.000 992663.000 
   3.005    0.016   -0.002    0.006    0.006    4.712    0.000   17.000 992891.000 
   3.042    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992802.000 
   3.060    0.016   -0.003    0.006    0.007    0.000    0.000   17.000 992743.000 
   3.078    0.015   -0.000    0.006    0.007    0.785    0.000   17.000 992967.000 
   3.114    0.015   -0.001    0.006    0.006    1.571    0.000   17.000 992933.000 
   3.133    0.015   -0.004    0.006    0.007    2.356    0.000   17.000 992720.000 
   3.171    0.016   -0.003    0.006    0.006    3.142    0.000   17.000 992660.000 
   3.189    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992883.000 
   3.207    0.016   -0.005    0.006    0.007    4.712    0.000   17.000 992635.000 
   3.243    0.017   -0.004    0.006    0.007    5.498    0.000   17.000 992579.000 
   3.262    0.017   -0.001    0.006    0.006    0.000    0.000   17.000 992902.000 
   3.298    0.016   -0.003    0.006    0.006    0.785    0.000   17.000 992832.000 
   3.316    0.016   -0.004    0.006    0.007    1.571    0.000   17.000 992646.000 
   3.353    0.016   -0.004    0.006    0.007    2.356    0.000   17.000 992663.000 
   3.371    0.017   -0.003    0.005    0.007    3.142    0.000   17.000 992878.000 
   3.389    0.016   -0.004    0.005    0.007    3.927    0.000   17.000 992710.000 
   3.425    0.015   -0.003    0.006    0.006    4.712    0.000   17.000 992723.000 
   3.444    0.015   -0.002    0.006    0.007    5.498    0.000   17.000 992880.000 
   3.462    0.016   -0.002    0.006    0.007    0.000    0.000   17.000 992866.000 
   3.498    0.016   -0.003    0.006    0.006    0.785    0.000   17.000 992817.000 
   3.517    0.016   -0.003    0.006    0.006    1.571    0.000   17.000 992673.000 
   3.536    0.017   -0.003    0.005    0.007    2.356    0.000   17.000 992820.000 
   3.572    0.015   -0.003    0.006    0.007    3.142    0.000   17.000 992761.000 
   3.591    0.014   -0.002    0.006    0.007    3.927    0.000   17.000 992849.000 
   3.609    0.015   -0.002    0.006    0.006    4.712    0.000   17.000 992779.000 
   3.645    0.016   -0.003    0.005    0.007    5.498    0.000   17.000 992861.000 
   3.663    0.017   -0.004    0.006    0.007    0.000    0.000   17.000 992756.000 
   3.700    0.016   -0.002    0.006    0.006    0.785    0.000   17.000 992791.000 
   3.718    0.016   -0.003    0.005    0.006    1.571    0.000   17.000 992704.000 
   3.736    0.017   -0.004    0.006    0.007    2.356    0.000   17.000 992663.000 
   3.774    0.016   -0.003    0.006    0.007    3.142    0.000   17.000 992760.000 
   3.792    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992898.000 
   3.828    0.016   -0.003    0.006    0.007    4.712    0.000   17.000 992847.000 
   3.846    0.015   -0.003    0.006    0.007    5.498    0.000   17.000 992635.000 
   3.864    0.014   -0.002    0.006    0.007    0.000    0.000   17.000 992812.000 
   3.901    0.015   -0.003    0.006    0.007    0.785    0.000   17.000 992764.000 
   3.919    0.016   -0.003    0.006    0.006    1.571    0.000   17.000 992771.000 
   3.938    0.015   -0.002    0.006    0.007    2.356    0.000   17.000 992911.000 
   3.974    0.016   -0.003    0.006    0.007    3.142    0.000   17.000 992923.000 
   3.992    0.016   -0.004    0.006    0.007    3.927    0.000   17.000 992685.000 
   4.028    0.016   -0.002    0.006    0.007    4.712    0.000   17.000 992852.000 
   4.047    0.016   -0.001    0.006    0.007    5.498    0.000   17.000 992949.000 
   4.065    0.017   -0.003    0.006    0.007    0.000    0.000   17.000 992792.000 
   4.101    0.017   -0.003    0.006    0.007    0.785    0.000   17.000 992810.000 
   4.119    0.016   -0.001    0.005    0.007    1.571    0.000   17.000 992822.000 
   4.156    0.016   -0.003    0.006    0.007    2.356    0.000   17.000 992831.000 
   4.174    0.017   -0.003    0.006    0.007    3.142    0.000   17.000 992784.000 
   4.210    0.017   -0.002    0.005    0.007    3.927    0.000   17.000 992845.000 
   4.228    0.017   -0.001    0.006    0.006    4.712    0.000   17.000 992954.000 
   4.246    0.017   -0.002    0.006    0.006    5.498    0.000   17.000 992905.000 
   4.283    0.016   -0.002    0.006    0.007    0.000    0.000   17.000 992819.000 
   4.301    0.016   -0.003    0.006    0.007    0.785    0.000   17.000 992829.000 
   4.319    0.017   -0.003    0.006    0.007    1.571    0.000   17.000 992838.000 
   4.356    0.016   -0.002    0.006    0.006    2.356    0.000   17.000 992848.000 
   4.375    0.016   -0.002    0.006    0.007    3.142    0.000   17.000 992920.000 
   4.393    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992831.000 
   4.411    0.016   -0.002    0.006    0.007    4.712    0.000   17.000 992852.000 
   4.448    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992904.000 
   4.466    0.016   -0.004    0.006    0.007    0.000    0.000   17.000 992744.000 
   4.503    0.016   -0.003    0.006    0.006    0.785    0.000   17.000 992821.000 
   4.521    0.016   -0.002    0.006    0.006    1.571    0.000   17.000 992849.000 
   4.540    0.015   -0.002    0.006    0.007    2.356    0.000   17.000 992854.000 
   4.577    0.016   -0.003    0.006    0.006    3.142    0.000   17.000 992838.000 
   4.595    0.017   -0.003    0.006    0.006    3.927    0.000   17.000 992797.000 
