   4.614    0.015   -0.004    0.006    0.007    4.712    0.000   17.000 992722.000 
   4.650    0.015   -0.002    0.006    0.007    5.498    0.000   17.000 992702.000 
   4.669    0.017   -0.002    0.006    0.006    0.000    0.000   17.000 992912.000 
   4.707    0.014   -0.005    0.006    0.007    0.785    0.000   17.000 992731.000 
   4.725    0.015   -0.003    0.006    0.006    1.571    0.000   17.000 992691.000 
   4.743    0.017   -0.001    0.006    0.007    2.356    0.000   17.000 992987.000 
   4.780    0.014   -0.004    0.006    0.007    3.142    0.000   17.000 992671.000 
   4.798    0.016   -0.004    0.006    0.007    3.927    0.000   17.000 992704.000 
   4.834    0.017   -0.000    0.006    0.006    4.712    0.000   17.000 993049.000 
   4.852    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992690.000 
   4.871    0.016   -0.003    0.006    0.006    0.000    0.000   17.000 992737.000 
   4.907    0.016   -0.001    0.005    0.007    0.785    0.000   17.000 992921.000 
   4.926    0.014   -0.002    0.006    0.007    1.571    0.000   17.000 992908.000 
   4.962    0.016   -0.004    0.005    0.007    2.356    0.000   17.000 992732.000 
   4.980    0.016   -0.003    0.005    0.006    3.142    0.000   17.000 992678.000 
   4.998    0.015   -0.003    0.006    0.006    3.927    0.000   17.000 992787.000 
   5.035    0.015   -0.004    0.006    0.007    4.712    0.000   17.000 992658.000 
   5.053    0.018   -0.004    0.006    0.006    5.498    0.000   17.000 992737.000 
   5.090    0.016   -0.003    0.006    0.006    0.000    0.000   17.000 992772.000 
   5.109    0.015   -0.002    0.006    0.006    0.785    0.000   17.000 992772.000 
   5.127    0.016   -0.003    0.005    0.006    1.571    0.000   17.000 992826.000 
   5.164    0.016   -0.003    0.006    0.007    2.356    0.000   17.000 992737.000 
   5.182    0.015   -0.002    0.006    0.006    3.142    0.000   17.000 992823.000 
   5.200    0.016   -0.001    0.006    0.007    3.927    0.000   17.000 992959.000 
   5.236    0.015   -0.002    0.006    0.007    4.712    0.000   17.000 992913.000 
   5.255    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992876.000 
   5.291    0.015   -0.003    0.006    0.007    0.000    0.000   17.000 992764.000 
   5.309    0.016   -0.003    0.006    0.006    0.785    0.000   17.000 992836.000 
   5.327    0.016   -0.003    0.006    0.006    1.571    0.000   17.000 992825.000 
   5.363    0.017   -0.002    0.006    0.007    2.356    0.000   17.000 992954.000 
   5.382    0.017   -0.003    0.006    0.006    3.142    0.000   17.000 992798.000 
   5.400    0.016   -0.004    0.006    0.007    3.927    0.000   17.000 992695.000 
   5.436    0.016   -0.002    0.006    0.007    4.712    0.000   17.000 992903.000 
   5.454    0.016   -0.002    0.005    0.007    5.498    0.000   17.000 992791.000 
   5.473    0.017   -0.003    0.006    0.006    0.000    0.000   17.000 992811.000 
   5.509    0.015   -0.003    0.006    0.006    0.785    0.000   17.000 992801.000 
   5.527    0.016   -0.002    0.006    0.006    1.571    0.000   17.000 992866.000 
   5.564    0.017   -0.003    0.006    0.006    2.356    0.000   17.000 992881.000 
   5.582    0.016   -0.004    0.006    0.007    3.142    0.000   17.000 992702.000 
   5.600    0.016   -0.003    0.006    0.006    3.927    0.000   17.000 992736.000 
   5.637    0.016   -0.003    0.006    0.006    4.712    0.000   17.000 992797.000 
   5.655    0.016   -0.004    0.005    0.006    5.498    0.000   17.000 992692.000 
   5.673    0.016   -0.002    0.006    0.006    0.000    0.000   17.000 992880.000 
   5.709    0.017   -0.002    0.006    0.006    0.785    0.000   17.000 992938.000 
   5.728    0.016   -0.003    0.006    0.007    1.571    0.000   17.000 992777.000 
   5.765    0.015   -0.003    0.006    0.007    2.356    0.000   17.000 992730.000 
   5.784    0.017   -0.002    0.006    0.007    3.142    0.000   17.000 992862.000 
   5.802    0.016   -0.003    0.006    0.006    3.927    0.000   17.000 992797.000 
   5.820    0.016   -0.002    0.006    0.007    4.712    0.000   17.000 992850.000 
   5.857    0.016   -0.003    0.006    0.006    5.498    0.000   17.000 992841.000 
   5.875    0.016   -0.002    0.006    0.007    0.000    0.000   17.000 992854.000 
   5.912    0.016   -0.002    0.006    0.007    0.785    0.000   17.000 992949.000 
   5.930    0.015   -0.001    0.006    0.007    1.571    0.000   17.000 992946.000 
   5.948    0.015   -0.003    0.006    0.006    2.356    0.000   17.000 992899.000 
   5.984    0.017   -0.002    0.005    0.007    3.142    0.000   17.000 992859.000 
   6.003    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992917.000 
   6.039    0.017   -0.002    0.006    0.007    4.712    0.000   17.000 992937.000 
   6.058    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992743.000 
   6.077    0.016   -0.003    0.006    0.006    0.000    0.000   17.000 992745.000 
   6.113    0.015   -0.004    0.006    0.007    0.785    0.000   17.000 992695.000 
   6.132    0.015   -0.002    0.006    0.007    1.571    0.000   17.000 992864.000 
   6.168    0.015   -0.003    0.005    0.006    2.356    0.000   17.000 992776.000 
   6.186    0.016   -0.003    0.006    0.007    3.142    0.000   17.000 992717.000 
   6.205    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992866.000 
   6.241    0.016   -0.001    0.006    0.007    4.712    0.000   17.000 992958.000 
   6.260    0.017   -0.001    0.006    0.006    5.498    0.000   17.000 992927.000 
   6.278    0.015   -0.002    0.006    0.006    0.000    0.000   17.000 992845.000 
   6.315    0.017   -0.003    0.006    0.006    0.785    0.000   17.000 992839.000 
   6.333    0.016   -0.002    0.006    0.007    1.571    0.000   17.000 992881.000 
   6.369    0.015   -0.002    0.006    0.007    2.356    0.000   17.000 992853.000 
   6.388    0.015   -0.003    0.006    0.007    3.142    0.000   17.000 992785.000 
   6.406    0.017   -0.003    0.006    0.006    3.927    0.000   17.000 992699.000 
   6.442    0.018   -0.003    0.006    0.007    4.712    0.000   17.000 992916.000 
   6.462    0.017   -0.003    0.006    0.006    5.498    0.000   17.000 992861.000 
   6.498    0.016   -0.004    0.006    0.006    0.000    0.000   17.000 992766.000 
   6.516    0.016   -0.003    0.006    0.006    0.785    0.000   17.000 992735.000 
   6.535    0.016   -0.002    0.006    0.007    1.571    0.000   17.000 992828.000 
   6.572    0.017   -0.002    0.006    0.006    2.356    0.000   17.000 992916.000 
   6.590    0.016   -0.003    0.006    0.006    3.142    0.000   17.000 992824.000 
   6.626    0.015   -0.003    0.006    0.007    3.927    0.000   17.000 992771.000 
   6.645    0.016   -0.003    0.006    0.007    4.712    0.000   17.000 992776.000 
   6.664    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992856.000 
   6.700    0.016   -0.004    0.006    0.007    0.000    0.000   17.000 992701.000 
   6.719    0.015   -0.004    0.006    0.006    0.785    0.000   17.000 992678.000 
   6.737    0.015   -0.001    0.006    0.007    1.571    0.000   17.000 993004.000 
   6.755    0.015   -0.005    0.006    0.006    2.356    0.000   17.000 992672.000 
   6.791    0.015   -0.004    0.005    0.007    3.142    0.000   17.000 992580.000 
   6.810    0.015   -0.002    0.005    0.006    3.927    0.000   17.000 992842.000 
   6.828    0.014   -0.004    0.005    0.006    4.712    0.000   17.000 992740.000 
   6.865    0.014   -0.003    0.006    0.007    5.498    0.000   17.000 992841.000 
   6.883    0.017   -0.004    0.006    0.006    0.000    0.000   17.000 992773.000 
   6.919    0.017   -0.002    0.006    0.007    0.785    0.000   17.000 992803.000 
   6.937    0.015   -0.000    0.006    0.006    1.571    0.000   17.000 993133.000 
   6.956    0.015   -0.002    0.006    0.007    2.356    0.000   17.000 992812.000 
   6.993    0.016   -0.005    0.006    0.006    3.142    0.000   17.000 992645.000 
   7.011    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992797.000 
   7.048    0.015   -0.003    0.005    0.007    4.712    0.000   17.000 992963.000 
   7.066    0.015   -0.004    0.005    0.006    5.498    0.000   17.000 992614.000 
   7.085    0.016   -0.002    0.006    0.006    0.000    0.000   17.000 992732.000 
   7.287    0.017   -0.002    0.006    0.006    0.785    0.000   17.000 992913.000 
   7.306    0.015   -0.003    0.006    0.007    1.571    0.000   17.000 992876.000 
   7.324    0.016   -0.003    0.006    0.006    2.356    0.000   17.000 992823.000 
   7.342    0.017   -0.001    0.006    0.006    3.142    0.000   17.000 992995.000 
   7.360    0.017   -0.002    0.006    0.007    3.927    0.000   17.000 992890.000 
   7.379    0.015   -0.001    0.006    0.007    4.712    0.000   17.000 992976.000 
   7.397    0.016   -0.004    0.006    0.007    5.498    0.000   17.000 992741.000 
   7.415    0.017   -0.003    0.006    0.007    0.000    0.000   17.000 992788.000 
   7.434    0.018   -0.001    0.006    0.007    0.785    0.000   17.000 992880.000 
   7.452    0.015   -0.003    0.006    0.007    1.571    0.000   17.000 992853.000 
   7.470    0.014   -0.003    0.006    0.007    2.356    0.000   17.000 992774.000 
   7.488    0.017   -0.003    0.006    0.007    3.142    0.000   17.000 992821.000 
   7.506    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992974.000 
   7.526    0.015   -0.002    0.006    0.007    4.712    0.000   17.000 992847.000 
   7.544    0.015   -0.003    0.005    0.006    5.498    0.000   17.000 992849.000 
   7.563    0.016   -0.001    0.006    0.006    0.000    0.000   17.000 993031.000 
   7.582    0.017   -0.002    0.006    0.007    0.785    0.000   17.000 992886.000 
   7.600    0.015   -0.003    0.006    0.006    1.571    0.000   17.000 992800.000 
   7.618    0.016   -0.002    0.006    0.007    2.356    0.000   17.000 992879.000 
   7.636    0.015   -0.004    0.006    0.007    3.142    0.000   17.000 992633.000 
   7.654    0.017   -0.001    0.006    0.007    3.927    0.000   17.000 992892.000 
   7.673    0.015   -0.002    0.006    0.007    4.712    0.000   17.000 992854.000 
   7.691    0.016   -0.003    0.006    0.007    5.498    0.000   17.000 992794.000 
   7.709    0.017   -0.003    0.006    0.007    0.000    0.000   17.000 992787.000 
   7.727    0.016   -0.003    0.006    0.007    0.785    0.000   17.000 992880.000 
   7.746    0.015   -0.003    0.006    0.007    1.571    0.000   17.000 992751.000 
   7.765    0.014   -0.000    0.006    0.007    2.356    0.000   17.000 993017.000 
   7.783    0.017   -0.002    0.006    0.007    3.142    0.000   17.000 992933.000 
   7.801    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992850.000 
   7.819    0.016   -0.003    0.006    0.007    4.712    0.000   17.000 992770.000 
   7.837    0.016   -0.001    0.006    0.007    5.498    0.000   17.000 993001.000 
   7.856    0.016   -0.004    0.006    0.007    0.000    0.000   17.000 992781.000 
   7.874    0.016   -0.003    0.006    0.007    0.785    0.000   17.000 992673.000 
   7.892    0.016   -0.001    0.006    0.006    1.571    0.000   17.000 992957.000 
   7.928    0.016   -0.002    0.006    0.006    2.356    0.000   17.000 992851.000 
   7.947    0.015   -0.003    0.006    0.006    3.142    0.000   17.000 992745.000 
   7.984    0.015   -0.003    0.006    0.007    3.927    0.000   17.000 992823.000 
   8.002    0.015   -0.002    0.006    0.007    4.712    0.000   17.000 992898.000 
   8.020    0.016   -0.002    0.006    0.007    5.498    0.000   17.000 992887.000 
   8.057    0.017   -0.002    0.006    0.007    0.000    0.000   17.000 992947.000 
   8.075    0.017   -0.003    0.006    0.006    0.785    0.000   17.000 992769.000 
   8.111    0.016   -0.002    0.006    0.006    1.571    0.000   17.000 992834.000 
   8.130    0.017   -0.003    0.006    0.006    2.356    0.000   17.000 992755.000 
   8.148    0.016   -0.004    0.006    0.007    3.142    0.000   17.000 992721.000 
   8.184    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992822.000 
   8.202    0.016   -0.002    0.006    0.006    4.712    0.000   17.000 992969.000 
   8.239    0.015   -0.003    0.006    0.007    5.498    0.000   17.000 992877.000 
   8.258    0.016   -0.003    0.006    0.006    0.000    0.000   17.000 992806.000 
   8.277    0.015   -0.003    0.006    0.007    0.785    0.000   17.000 992848.000 
   8.313    0.016   -0.002    0.006    0.007    1.571    0.000   17.000 992922.000 
   8.332    0.017   -0.001    0.005    0.006    2.356    0.000   17.000 992956.000 
   8.350    0.015   -0.004    0.006    0.006    3.142    0.000   17.000 992706.000 
   8.387    0.016   -0.003    0.006    0.006    3.927    0.000   17.000 992850.000 
   8.405    0.015   -0.002    0.006    0.007    4.712    0.000   17.000 992881.000 
   8.441    0.015   -0.004    0.006    0.007    5.498    0.000   17.000 992698.000 
   8.459    0.016   -0.002    0.006    0.006    0.000    0.000   17.000 992790.000 
   8.477    0.016   -0.002    0.006    0.006    0.785    0.000   17.000 992853.000 
   8.514    0.017   -0.003    0.006    0.007    1.571    0.000   17.000 992859.000 
   8.533    0.017   -0.003    0.006    0.007    2.356    0.000   17.000 992870.000 
   8.551    0.017   -0.002    0.006    0.007    3.142    0.000   17.000 992906.000 
   8.587    0.016   -0.002    0.006    0.007    3.927    0.000   17.000 992897.000 
   8.605    0.016   -0.002    0.006    0.007    4.712    0.000   17.000 992901.000 
   8.642    0.017   -0.002    0.006    0.007    5.498    0.000   17.000 992869.000 
   8.660    0.016   -0.005    0.006    0.007    0.000    0.000   17.000 992641.000 
   8.678    0.015   -0.003    0.006    0.006    0.785    0.000   17.000 992815.000 
   8.715    0.015   -0.003    0.006    0.006    1.571    0.000   17.000 992869.000 
   8.733    0.014   -0.003    0.006    0.007    2.356    0.000   17.000 992849.000 
   8.751    0.015   -0.002    0.006    0.006    3.142    0.000   17.000 992790.000 
